상호,주소,별점,메뉴
미건테이블,서울 광진구 동일로 260 6층,,"특선밥상 (1인)(35,000원)"
군산아구동태해물찜탕,서울 광진구 용마산로 34,2.8,"아구찜 (소)(25,000원), 아구탕 (소)(25,000원), 동태찜 (소)(25,000원), 동태탕(5,500원), 알탕(9,000원)"
동해바다,서울 광진구 아차산로 453 1층,4.8,"낙지 백반(점심특선)(9,000원), 낙지전골(1인분)(14,000원), 낙지 철판 볶음(1인분)(14,000원), 산낙지전골(1인분)(19,000원), 산낙지 철판 볶음(1인분)(19,000원), 산 낙지회(25,000원), 아구찜 (대)(52,000원), 아구찜 (중)(42,000원), 연포탕(1인분)(19,000원), 오징어 백반(점심특선)(8,000원), 오징어전골(1인분)(13,000원), 오징어 철판 볶음(1인분)(13,000원), 왕새우 찜(22,000원), 전복죽(15,000원), 전복회,구이(25,000원), 해물(특)전골 (대)(67,000원), 해물(특)전골 (소)(44,000원), 해물(특)전골 (중)(57,000원), 낙지볶음(0원), 낙지해물탕(0원)"
탐나는돈 화양본점,서울 광진구 광나루로12길 22,4.5,"제주근고기 (600g)(42,000원), 제주오겹살 (180g)(13,000원), 황제살 (180g)(14,000원), 하얀살 (180g)(14,000원), 김치국밥(6,000원)"
청춘종합어시장,서울 광진구 천호대로 673 1층,3.7,"[석화](22,000원), [청춘 모듬회](35,000원), [산낙지](22,000원), [활어 물회](17,000원), [연광이 세트](35,000원), [광우 세트](35,000원), [광우연 세트](45,000원), [행사초밥](6,000원), [광어](15,000원), [농어](47,000원), 해산물 B세트（8종）(44,000원), 오징어회무침(18,000원), [청춘 모듬물회](27,000원), [석화찜](27,000원), [우연이 세트](35,000원), [연광먹소](45,000원), [우연먹소](45,000원), [광우먹소](45,000원), [광도먹소](45,000원), [숭어＋광어](35,000원), [숭어＋우럭](35,000원), [숭어＋연어](35,000원), [청춘 모듬회](35,000원), [왕새우튀김](12,000원), [멍게](12,000원), [소라무침](13,000원), [활어회무침](13,000원), 우럭(15,000원), [생연어](15,000원), [줄돔](22,000원)"
보승회관 성수건대점,서울 광진구 동일로 170 1층,,"순대국밥(10,000원), 수육국밥(10,000원), 뼈해장국(11,000원), 오소리국밥(10,500원), 내장국밥(10,500원), 1인스페셜정식(15,000원), 순대항정수육정식(15,000원), 뼈 감자탕(31,000원), 순대곱창전골(31,000원), 삼계탕(13,000원), 모둠수육(32,000원), 순대곱창볶음(30,000원), 순대머리고기수육(32,000원), 오징어모둠순대(25,000원), 술국(20,000원), 매운직화무뼈닭발(15,000원), 머리고기편육(10,000원), 직화구이(8,000원), 접시순대(7,000원), 명태회무침(4,500원)"
서울돼지구이,서울 광진구 능동로 264 1층,4.8,"커플세트(510g)(49,000원), 프렌드세트 (840g)(76,000원), 패밀리세트(1050g)(92,000원), 갈비세트(1080g)(60,000원), 육즙 삼겹살(180g)(17,000원), 야들 꽃목살(180g)(17,000원), 탱글 황지살(150g)(18,000원), 쫄깃 돈막창(150g)(18,000원), 무화과갈비(300g)(18,000원), 벌집껍데기(180g)(9,000원), 부산밀면(물/비빔)(70,000원), 순두부청국장(8,000원), 돼지김치찌개(8,000원), 불낙지 볶음밥(1.5dlsqns)(9,000원)"
신창면옥,서울 광진구 자양번영로 67 1층,4.8,"회냉면(12,000원), 비빔냉면(12,000원), 물냉면(12,000원), 사리(5,000원), 왕만두(10,000원), 떡만두국(10,000원), 된장찌개(9,000원), 갈비탕(13,000원), 생갈비(40,000원), 소갈비(40,000원), 돼지갈비(17,000원), 양념목살(17,000원), 생삼겹(17,000원), 수육(45,000원), 홍어(30,000원), 한우불고기(30,000원), 생돼지갈비(20,000원), 부대찌개(2인 이상)(13,000원), 김치찌개(2인 이상)(12,000원)"
산울,서울 광진구 아차산로73길 48 2층,4.5,"곤드레정식(12,000원), 산울불고기(1판)(17,000원), 부추전(12,000원), 산울만두(8,000원), 간장게장정식(34,000원)"
명가순대국,서울 광진구 광나루로 621 1층,3.9,"순대국(9,000원), 순대 야채곱창(29,000원), 술국(19,000원), 머리고기수육(20,000원)"
신사골감자탕 어린이대공원점,서울 광진구 광나루로 380 1층,2.4,"사골감자탕(소)(25,000원), 대왕등뼈찜(소)(28,000원), 뼈해장국(8,000원), 황태해장국(7,000원)"
돈수작,서울 광진구 아차산로31길 9-1 1층,0.0,"족발 (소)(28,000원), 보쌈 (소)(28,000원), 반반족발 (중)(33,000원), 미니불족발(17,000원), 미니족발(15,000원)"
왕십리정곱창 본점,서울 광진구 능동로19길 5 1-2층,3.3,"한우곱창모듬한판 (2~3인분)(47,000원), 막창양념구이 (1인분)(14,000원), 막창소금구이 (1인분)(14,000원), 데리야끼막창구이 (1인분)(14,000원), 한우곱창구이 (1인분)(25,000원), 소대창구이 (1인분)(24,000원), 소막창구이 (1인분)(24,000원), 한우곱창모듬양념구이 (2~3인분)(49,000원), 육회(22,000원), 간천엽(15,000원), 소곱창전골 (2~3인분)(28,000원), 치즈곱창(14,000원), 야채곱창(12,000원), 알곱창(12,000원), 숯불무뼈닭발(11,000원), 소모듬전골 (2~3인분)(33,000원)"
상구네솥뚜껑삼겹살 자양점,서울 광진구 뚝섬로 673,4.5,"지역명품돼지生삼겹살(100g)(7,900원), 지역명품돼지生목살(100g)(7,900원), 가브리살(100g)(8,900원), 항정살(100g)(8,900원), 늑간살(100g)(8,900원)"
탐나종합어시장 구의역점,서울 광진구 아차산로 377 1층,2.6,"사계절 인기만점 [광우세트](38,000원), 부드럽고 쫄깃한 [연광이](38,000원), 찰지고 담백한 [우연이](38,000원), 탱탱한 식감 [광어](20,000원), 쫄깃한맛 영양최고 [우럭](20,000원), '바다의 황제' [줄돔],1마리（1人분）(22,000원), 새콤달콤 시원한 [特물회](25,000원), 회＋해산물세트 [광우먹소](55,000원), 매력만점 고소한 [우연먹소](55,000원), 꼬들꼬들 탱글탱글 [광도먹소](55,000원), 부담없이 즐겨봐 [영광먹소](55,000원), 세꼬시 2종（도다리세꼬시＋아나고세꼬시）(42,000원), 갓성비 일석삼조 [광우연](48,000원), 지방량 낮은 부드러운 [연어](20,000원), 뼈째먹는 감칠맛 [도다리 세꼬시](22,000원), 오독오독 고소한 [아나고 세꼬시](22,000원), 바다의 여왕 떴다 [참도미](45,000원), 바다의 웅담을 품었다 [농어](40,000원), 바다의 왕자 납시오~ '감성돔'(40,000원), A세트(35,000원), B세트(35,000원), C세트(35,000원), 참이슬 후레쉬(2,800원), 처음처럼(2,800원), 진로이즈백(2,800원), 새로(2,800원), 참이슬 오리지널(2,800원), 카스(3,800원), 테라(3,800원), 켈리,크러쉬(3,800원)"
신선설농탕 자양점,서울 광진구 자양로 139 1층,2.9,"설농탕(11,000원), 순사골국(12,000원), 들깨설농탕(16,000원), 대관령 황태설농탕(16,000원), 떡국설농탕(13,000원), 만두설농탕(13,000원), 떡만두설농탕(13,000원), 마늘설농탕(15,000원), 미역설농탕(14,000원), 백세설농탕(17,000원), 명품갈비설농탕(21,000원), 고기듬뿍설농탕(20,000원), 도가니탕(23,000원), 신선찐만두(소)(5,000원), 신선찐만두(대)(8,000원), 신선제육김치전(13,000원), 신선불고기(20,000원), 모듬수육(42,000원), 도가니수육(40,000원), 어린이설농탕(8,000원), 어린이용 순사골국(8,500원)"
한촌설렁탕 건대입구역점,서울 광진구 아차산로 241 연한빌딩 107호,3.9,"누룽지 반마리삼계탕(15,000원), （피부를지켜요~）도가니탕(20,000원), （이열치열）얼큰도가니탕(22,000원), （해장에는） 양곰탕(16,000원), （해장이 생각날때）얼큰설렁탕(13,000원), [신메뉴] 왕(王) 갈비탕(20,000원), （진한사골국물）설렁탕(12,000원), （만듀만듀~）수만두설렁탕(13,000원), （단짠단짠）뚝배기 불고기(16,000원), 도가니수육 2人(48,000원), 알뜰탕 세트 2（얼큰설렁탕1人＋갈비만두5알＋공기밥＋김치＋깍뚜기＋만두장）(17,000원), 갈비만두 8알(8,500원), （찬바람불어올땐~）소머리곰탕(16,000원), （해장엔역시）사골북엇국(12,000원), （쫄깃한식감）떡국설렁탕(12,000원), 특양지설렁탕（공기밥제공）(16,000원), 한촌탕(22,000원), （여름 강추 보양식~） 삼계 설렁탕(16,000원), （여름강추）비빔냉면＋갈비만두3개(11,000원), （여름강추）물냉면＋갈비만두3개(11,000원), （여름강추） 한촌 물냉면(10,000원), （여름강추） 한촌 비빔냉면(10,000원), 매운갈비찜 2人(48,000원), 얼큰수육전골 2人(48,000원), 도가니전골(52,000원), 한촌불고기 2人(30,000원), 알뜰탕 세트 1（설렁탕 1人＋갈비만두5알＋공기밥＋김치＋깍뚜기＋만두장）(16,000원), 알뜰탕 세트 3（얼큰설렁탕1人＋설렁탕1人＋갈비만두6알＋공기밥＋김치＋깍뚜기＋만두장）(30,000원), 수（秀）만두 5알(8,500원), 김치 150g(2,000원)"
지호한방삼계탕 광장점,서울 광진구 아차산로 610 1층,3.9,"건강 한방삼계탕(19,000원), 미용 한방삼계탕(19,000원), 지호 불닭발(15,000원), 지호 오리고추장불고기(27,000원), 죽 한방삼계탕(19,000원), 얼큰 한방삼계탕(20,000원), 능이한방삼계탕(26,000원), 옻 한방삼계탕(19,000원), 들깨 한방삼계탕(22,000원), 녹두 한방삼계탕(22,000원), 헛개 한방삼계탕(19,000원), 지호 천마오리보양탕(70,000원), 오리 닭가슴살 떡갈비(12,000원), 흑마늘한방삼계탕(23,000원), 흑삼한방삼계탕(29,000원), 지호 영월 묵은지닭도리탕(38,000원), PB）댕댕이 삼계탕(12,900원), 녹두한방삼계죽(23,000원), 명품 삼계죽(19,000원), 명품 들깨죽(23,000원), 명품 얼큰죽(20,000원), 건강한방삼계탕 + 떡갈비 1장(21,900원), 콜라(2,000원), 공깃밥(1,000원), 사이다(2,000원)"
이삭홍두깨손칼국수,서울 광진구 동일로72길 51 1층,4.1,"냉칼국수(6,500원), 검은콩국수(6,500원), 칼국수(4,500원), 칼제비(4,500원), 수제비(4,500원), 칼만두(5,500원), 비빔국수(5,500원), 물냉면(5,500원), 비빔냉면(5,500원), 잔치국수(4,500원), 감자전,김치전(6,000원), 들깨칼국수(6,500원), 어묵칼국수(5,500원), 떡만두국(5,500원), 만두(고기,김치)(3,000원)"
콩마당,서울 광진구 아차산로73길 33 1층,4.1,"삼합(49,000원), 소고기두부전골(중)(33,000원), 해물파전(16,000원), 두부스테이크(10,000원), 콩비지(8,000원)"
여수낭만포차,서울 광진구 답십리로82길 18,3.0,"돌(문어)해물삼합(40,000원), 딱새우회 (2인)(20,000원), 모둠해산물 (2인)(20,000원), 육회낙지탕탕이 (2인)(20,000원), 낙지호롱이 (2인)(20,000원), 전복새우버터구이 (2인)(20,000원), 돌문어숙회 (2인)(20,000원), 꼼장어볶음 (2인)(20,000원), 가리비오뎅탕(40,000원)"
거북이삼겹살,서울 광진구 긴고랑로 31,4.4,"생삼겹살(200g)(15,000원), 생목살(200g)(15,000원)"
동서울양평해장국,서울 광진구 아차산로 374 1층,3.4,"내장탕(14,000원), 얼큰내장탕(15,000원), 우거지해장국(12,000원), 양평만두국(10,000원), 황태콩나물국(10,000원), 해장국(12,000원), 얼큰해장국(13,000원), 해내특탕(18,000원), 선지만(11,000원), 양평왕만두(8,000원), 우거지갈비탕(18,000원), 공기밥(1,000원), 코카콜라 355mL(2,000원), 칠성사이다 355mL(2,000원), 환타 파인애플 355mL(2,000원)"
오지네,서울 광진구 동일로24길 85-1,4.9,"연탄 꼼장어구이(2인)(26,000원), 연탄 오닭구이 or 쭈삼구이(2인)(26,000원), 연탄 오닭구이 or 쭈닭구이(2인)(26,000원), 연탄 닭갈비구이(2인)(24,000원), 연탄 오징어구이 or 쭈꾸미구이(2인)(24,000원), 연탄 한돈김치구이(2인)(24,000원), 연탄 한돈 고추장구이(2인)(24,000원), 연탄 한돈 오징어구이 or 한돈 쭈꾸미구이(2인)(24,000원), 연탄 야채곱창구이(2인)(24,000원), 연탄 무뼈 닭발구이(400g)(24,000원)"
숯불부자곱창,서울 광진구 동일로24길 102 1층,3.6,"생소곱창(220g)(21,900원), 소모둠(21,900원), 소대창(21,900원), 숯불야채곱창(10,900원), 숯불알곱창(11,900원), 숯불치즈곱창(13,900원), 숯불순대곱창(12,900원), 곱창전골(35,000원), 숯불막창(12,900원), 양념막창(13,900원), 볶음밥(3,000원), 계란찜(3,000원)"
할머니추어탕 자양점,서울 광진구 자양번영로 33 성보빌딩 1층,4.0,"추어탕+돌솥밥(12,000원), 통추어탕+돌솥밥(14,000원), 추어튀김 (대)(17,000원), 추어튀김 (소)(9,000원), 물만두(8,000원), 돌솥밥추가(4,000원)"
동적깡통구이 구의점,서울 광진구 자양로18길 79 1층,4.4,"삼겹살 정식(16,000원), 제육볶음 정식(15,000원), 한우 육회 비빔밥 정식(15,000원), 청국장 백반(7,000원), 돼지 김치찌개(10,000원), 양념 소갈비살 정식(24,000원), 돼지 불백 정식(15,000원), 양념 소갈비살 (고기만)(48,000원), 돼지 숯불 구이 (고기만)(20,000원), 삼겹살 (고기만)(15,000원), 제육볶음（고기만）(20,000원), 한우 육회 (간장)(20,000원), 비빔공기밥 정식(9,000원), 양념 꽃갈비 (비조리)(41,000원), 양념 소갈비살 (비조리)(38,000원), 돼지 숯불 구이 (비조리)(15,000원), 제육볶음 (비조리)(15,000원), 청국장 (비조리)(7,000원), 정식 메뉴용 청국장 1인(3,000원), 정식 메뉴용 청국장 2~3인(7,000원), 정식 메뉴용 김치콩나물국 1인(3,000원), 공기밥(1,000원), 비빔공기밥(5,000원), 한우 육회 비빔밥(12,000원), 처음처럼 병(4,000원), 참이슬후레쉬 병(4,000원), 참이슬오리지널 병(4,000원), 진로이즈백 병(4,000원), 테라 병(4,000원), 켈리 병(4,000원)"
능동곱창 본점,서울 광진구 긴고랑로 12 1층,3.9,"모듬곱창구이(250g)(24,000원), 곱창구이(250g)(24,000원), 양깃머리구이(200g)(24,000원), 대창구이(250g)(20,000원), 막창구이(250g)(20,000원)"
돈토,서울 광진구 능동로35길 38,4.5,"대패삼겹 (150g)(8,000원), 냉동삼겹 (150g)(8,000원), 생삼겹살 (200g)(15,000원), 돼지왕갈비 (1대)(14,000원), 차돌박이 (150g)(14,000원), 뼈없는갈비 (300g)(14,000원), 냉면 (소)(4,000원), 냉면 (대)(6,000원)"
라도유황오리,서울 광진구 영화사로 57 1층,,"능이 오리 백숙(80,000원), 양념 오리 주물럭 (한마리)(60,000원), 양념 오리 주물럭 (반마리)(38,000원), 오리 훈제 (한마리)(55,000원), 한방 오리 주물럭 (한마리)(55,000원), 한방 오리 주물럭 (반마리)(35,000원), 간장 오리 주물럭 (한마리)(55,000원), 간장 오리 주물럭 (반마리)(35,000원), 반반주물럭 (한마리)(62,000원)"
만원수산 건대점,서울 광진구 아차산로31길 27 1층,,"만만이(광어+우럭)(25,000원), 삼만이(광어+우럭+연어)(35,000원), 광연이(광어+연어)(25,000원), 활어회 광어(대)(35,000원), 멍게(12,000원)"
호호닭발 건대본점,서울 광진구 동일로24길 96 1층,3.0,"국물닭발(18,000원), 닭발 (1인분)(8,000원), 뼈없는닭발(17,000원), 오돌밥(16,000원), 불닭(15,000원), 치즈불닭(16,000원), 국물떡볶이(16,000원), 모듬튀김(17,000원)"
배가네논밭집,서울 광진구 아차산로51길 46,2.9,"제육불고기 도시락(8,900원), 소불고기 도시락(9,900원), 김치삼겹살 도시락(9,900원), 고추장삼겹살 도시락(9,900원), 소불고기 도시락 세트（소불고기도시락＋된장찌개＋양파슬라이스&소스＋상추&쌈장）(11,900원), 김치삼겹살 도시락 세트（김치삼겹살도시락＋된장찌개＋양파슬라이스&소스＋상추&쌈장）(11,900원), 고추장삼겹살 도시락 세트（고추장삼겹살도시락＋된장찌개＋양파슬라이스&소스＋상추&쌈장）(11,900원), 제육불고기 도시락 세트（제육불고기도시락＋된장찌개＋양파슬라이스&소스＋상추&쌈장）(10,900원), 공기밥(1,000원)"
민속손국시,서울 광진구 아차산로 458 1층,4.0,"콩국수(9,000원), 열무냉국시(9,000원), 민속국시(8,000원), 항아리수제비(8,000원), 칼제비(8,000원), 비빔칼국수(9,000원), 파전(10,000원), 김치전(10,000원), 도토리묵(10,000원), 두부김치(10,000원)"
제주곤이칼국수 서울건대점,서울 광진구 능동로13길 12 1층,4.2,"알곤칼국수(9,900원), 제주고기칼국수(9,900원), 제주알곤밥/고기밥(9,900원), 알곤이전골(28,000원), 돔베수육(26,000원), 알감자전(8,000원), 제주고기비빔칼국수(9,900원), 제주꼬막비빔칼국수(9,900원), 제주꼬막비빔밥(9,900원), 제주육회비빔밥(12,000원), 육회한접시(14,000원), 수육 (소)(12,000원), 숯불갈비 (소)(10,000원), 고기/김치만두(5,000원), 직화제육덮밥(9,900원), 알곤철판(28,000원), 소곱창전골(32,000원), 수육 (대)(26,000원), 숯불갈비 (대)(24,000원)"
부림정,서울 광진구 뚝섬로 476-7,3.5,"오리훈제 (1인분)(15,000원), 생오겹살 (1인분)(13,000원), 돼지왕갈비 (1인분)(14,000원), 소갈비살 (1인분)(15,000원), 이동갈비 (1인분)(18,000원), 차돌박이 (1인분)(20,000원), 한우생등심 (1인분)(38,000원), 뚝배기불고기(7,000원), 갈비탕(9,000원), 영양돌솥밥(9,000원), 김치전골 (1인)(7,000원), 버섯불고기 (1인)(12,000원)"
다래나무손두부,서울 광진구 광장로1길 26 1층,3.7,"청국장(12,000원), 콩비지찌개(12,000원), 얼큰순두부(12,000원), 맑은순두부(11,000원), 순두부황태전골1인 (2인이상)(15,000원), 순두부짜글이1인 (2인이상)(13,000원), 고등어정식(청국장포함)(16,000원), 보리굴비정식(25,000원), 더덕구이정식(25,000원), 모두부김치(18,000원), 손두부제육김치(20,000원), 손두부부침(15,000원), 녹두전(15,000원), 감자전(15,000원), 도토리묵무침(13,000원), 더덕구이(19,000원), 고등어단품(12,000원), 보리굴비단품(17,000원), 콩국수 (계절메뉴)(12,000원), 매생이굴국 (계절메뉴)(12,000원), 매생이떡만두국 (계절메뉴)(12,000원), 팥죽 (계절메뉴)(12,000원)"
조현우국밥,서울 광진구 자양로13길 60 1층,4.5,"돼지국밥(10,000원), 돼지갈비탕(13,000원), 얼큰 돼지국밥(11,000원), 닭 수육(22,000원), 갈비수육 (중33,000)대(42,000)(33,000원), 칼칼돼지국밥(11,000원), 고사리해장국(11,000원)"
산아래,서울 광진구 자양로45길 7 1층,4.7,"뼈해장국(9,000원)"
광오지마을,서울 광진구 아차산로73길 28 1층,3.1,"보쌈(중)(40,000원), 소고기특수부위(200g)(48,000원), 생삼겹살(200g)(17,000원), 오리생구이(45,000원), 보리밥(8,000원), 제육볶음(9,000원)"
숙고,서울 광진구 아차산로53길 5 1층,4.6,"A세트(2~3인분 500g)(40,000원), B세트(3~4인분 700g)(54,000원), 숙성 한돈최고등급 목살(160g)(15,000원), 숙성 한돈최고등급 삼겹살(160g)(15,000원), 숙성 한돈최고등급 등심덧살(130g)(15,000원), 숙고청국장(소)(4,500원), 숙고청국장(대)(7,000원), 한돈김치찌개(소)(4,500원), 한돈김치찌개(대)(7,000원), 순두부 열라면(5,000원), 뚝배기 리조또(4,500원), 물냉면(5,000원), 비빔냉면(5,000원), 버섯추가(3,000원), 공기밥(1,000원), 숙성 살치살(22,000원)"
장수마을고깃집,서울 광진구 군자로 100,3.4,"등심(22,000원), 차돌박이(19,000원), 돼지왕갈비(17,000원), 삼겹살(15,000원), 갈비탕(11,000원), 소주(5,000원)"
장충동한방족발,서울 광진구 자양로13나길 4 자양 전통시장 내,4.1,"쟁반국수(12,000원), 왕족발(대)(29,000원), 족발(중)(27,000원), 미니족(2개)(12,000원)"
올래상회,서울 광진구 능동로38길 28 1층,4.4,"고기국수(점심/저녁)(9,000원), 고기김치말이국수(여름한정)(점심/저녁)(10,000원), 비빔국수(점심/저녁)(9,000원), 고기국밥(점심/저녁)(9,000원), 제주토종순대(찹쌀)(점심)(8,000원), 돔베고기(2인기준)(점심)(28,000원), 몸국(11,000원)"
명륜진사갈비 서울군자점,서울 광진구 군자로 70 가동 1층 108호,2.8,
신선설농탕 광나루역점,서울 광진구 천호대로 813 1층,3.4,"설농탕(11,000원), 고기듬뿍설농탕(20,000원), 떡국설농탕(13,000원), 도가니탕(23,000원), 도가니수육(40,000원), 떡만두설농탕(13,000원), 마늘설농탕(15,000원), 만두설농탕(13,000원), 모듬수육(42,000원), 백세설농탕(17,000원), 순사골국(12,000원), 신선제육김치전(13,000원), 신선불고기(20,000원), 신선찐만두(대)(8,000원), 신선찐만두(소)(5,000원), 어린이설농탕(8,000원), 어린이용 순사골국(8,500원), 들깨설농탕(16,000원), 대관령 황태설농탕(16,000원), 명품갈비설농탕(21,000원)"
평화김해뒷고기 건대본점,서울 광진구 아차산로31길 9-1 1층,4.0,"평화뒷고기(1인분)(7,000원)"
평창고추장닭갈비 자양본점,서울 광진구 뚝섬로 631 1층,4.9,"돼지 고추장찌개(10,000원), 차돌된장찌개(8,000원), 닭다리살 곷루장찌개(10,000원), 소곱창 고추장찌개(11,000원), 차돌 고추장찌개(8,000원), 쭈꾸미덮밥(11,000원), 쭈꾸미순두부(8,000원), 차돌볶음밥(9,000원), 제육볶음밥(8,000원), 오리볶음밥(9,000원), 제육덮밥(9,000원), 물냉면(7,000원), 비빔냉면(7,000원), 김치말이국수(7,000원), 비빔국수(7,000원), 해물잔치국수(7,000원), 쭈꾸미비빔밥(9,000원), 제육비빔밥(8,000원), 불고기비빔밥(9,000원), 닭다리살 고추장찌개(10,000원)"
광장수제갈비,서울 광진구 아차산로 612 2층 201호,5.0,"수제양념갈비 300그램(17,000원), 솔더랙 100그램(9,500원)"
어테이블,서울 광진구 능동로4길 51 대종리버빌 1층 101호,4.4,"된장찌개(9,000원), 제육볶음(12,000원), 김치찌개(9,000원), 고등어구이(12,000원)"
록갈비 건대점,서울 광진구 아차산로 201 동성빌딩 1층,3.5,"양념쪽갈비(400g)(17,000원), 매운쪽갈비(400g)(18,000원)"
북해도,서울 광진구 동일로60길 54 1층,3.7,"메로구이(20,000원), 알탕(20,000원), 료칸코스(35,000원), 북해도 오마카세(50,000원), 전복죽(15,000원)"
꽃삼뚜껑 구의역직영점,서울 광진구 자양로 102-1 1층,4.6,"흑돼지꽃삼겹(6,900원), 목살(7,900원), 천겹살(7,900원), 가브리살(7,900원), 꽃삼뚜껑 가성비세트(3~4인 추천)(43,900원), 꽃삼 시그니쳐 한판세터(3~4인 추천)(49,500원), 꽃삼 시그니쳐 반판세트(2~3인 추천)(36,500원), 두툼돼지껍데기(5,900원), 된장뚝배기(7,000원), 치즈폭탄볶음밥(8,000원), 물냉면/비빔냉면(6,000원), 얼큰김치찌개(+라면사리)(19,800원), 옛날냉삼(6,900원), 소주(3,000원), 맥주(3,000원)"
찜마을,서울 광진구 능동로36길 7 1층,3.2,"해물찜(소)(45,000원), 꽃게찜(소)(40,000원), 문어낙지찜(중)(45,000원), 아구찜(소)(35,000원), 해물탕(소)(45,000원)"
고기싸롱 아차산역점,서울 광진구 용마산로 10 대붕빌딩 1층 101호,3.9,
담소소사골순대육개장 광나루점,서울 광진구 천호대로 799 1층,3.7,"우순대국(소사골)(0원), 우정식(0원), 철판순대볶음(0원), 모듬순대(0원), 편육(0원), 사골전골(0원), 수육(0원)"
아차산막국수,서울 광진구 자양로 319 1층,4.3,"순메밀(12,000원), 막국수(10,000원), (옹심이)들깨수제비(9,000원), (메밀)장칼국수(8,000원), 장수제비(8,000원), 감자옹심이(10,000원)"
해미보쌈순대국,서울 광진구 군자로 174 1층,4.0,"국밥(8,000원), 순대국(8,000원), 보쌈(소)(28,000원), 마늘보쌈(중)(35,000원), 아구찜(소)(30,000원)"
노릇,서울 광진구 능동로36길 36 1층,4.2,"특선 생 삼겹(16,000원), 차돌 관자 삼합 (160g)(27,000원), 두툼 껍데기(10,000원), 급냉 소 등심 (160g)(28,000원), 한우육회+감태(150g)(22,000원), 노릇모듬(500g)(49,000원)"
무쇠김치삼겹 군자점,서울 광진구 능동로36길 12 1층,2.7,"무쇠김치삼겹 (130g)(12,500원), 김치전골한판(7,000원), 김치전골고기추가(5,000원), 생칼국수사리(3,000원), 두부추가(2,000원), 깍두기미나리볶음밥(3,000원), 김치말이국수(6,000원), 무쇠미나리삼겹 (130g)(14,000원)"
이모네보쌈,서울 광진구 자양로9길 73 1층,4.3,"굴보쌈(소)(28,000원), 굴보쌈(중)(33,000원), 굴보쌈(대)(38,000원), 고기보쌈(소)(25,000원), 고기보쌈(중)(30,000원), 고기보쌈(대)(35,000원), 감자탕(소)(20,000원), 감자탕(중)(25,000원), 낙지볶음(소)(23,000원), 낙지볶음(중)(28,000원), 낙지볶음(대)(33,000원)"
좁은식당,서울 광진구 능동로 18 이튼타워리버3차상가 1층 120호,3.9,"수제 경양식돈까스(9,500원), 경양식 치즈돈까스(12,000원), 꼬꼬치킨 안심까스(10,000원), 돈꼬까스(12,000원), 목살구이 덮밥(9,000원), 매운 목살구이 덮밥(9,000원), 돈까스카레(10,000원), 꼬꼬치킨카레(10,000원), 치킨가라아게카레(11,500원), 새우튀김카레(12,500원)"
아차산면옥,서울 광진구 자양로 265,4.0,"비빔냉면(8,000원), 물냉면(8,000원), 갈비탕(10,000원), 만두뚝배기(7,000원), 접시만두(7,000원)"
곽홍백외식연구소 중곡본점,서울 광진구 면목로 92 1층,3.8,"들깨 우거지 감자탕 [이베리코 등뼈 사용](27,000원), 해물순두부찌개 1人(12,000원), 제육볶음 1人(12,000원), 갈치구이（2등분） 1人(13,000원), 생선구이 고등어,가자미,볼락 1인분(19,000원), 고등어조림（3등분）  2人(28,000원), 2.5배 삼겹살 김치찜 （1kg 이상）(28,000원), 굴국밥(12,000원), 백반정식(13,000원), 차돌된장찌개(12,000원), 왕계란찜(5,000원), 딱새우(33,000원), 볼락조림（2수） 2人(28,000원), 갈치조림（2등분） 2人(28,000원), 삼치大 1수(18,000원), 삼치 반수(12,000원), 임연수 1수(13,000원), 고등어 묵은지 조림 （2인분）(28,000원), 삼겹살 김치찜（500g 이상）(28,000원), 제주도 참조기（2수） 1인분(12,000원), 굴국밥 [생굴추가] 100g  5000원(5,000원), 공기밥(1,000원), 반찬 추가(5,000원), 통영 어리굴젓 300g(17,000원), 사이다 500mL(2,000원), 콜라 500mL(2,000원)"
순천만갯벌낙지,서울 광진구 천호대로143길 8-7 1층,5.0,"연포당(50,000원), 마른연포(40,000원), 낙지초무침(40,000원), 산낙지회(25,000원), 산우럭탕(30,000원)"
구의회시장,서울 광진구 구의로 22-1 1층,5.0,"광어＋우럭(37,000원), 모듬회 （4종）(34,000원), 보리숭어+내맘대로선택(33,000원), 봄도다리 회+내맘대로선택(34,000원), 광어(35,000원), 광어＋연어(35,000원), 참도미＋완도광어(45,000원), 광어＋도다리 세꼬시(35,000원), 도다리세꼬시+내맘대로선택(33,000원), 참도미& 참 도미 + 모듬회(37,000원), 모듬회 （3종）B 선택가능＋(12,000원), 우럭(37,000원), 참숭어 +  내맘대로선택(35,000원), 우럭＋연어(36,000원), 연어(35,000원), 숭어(33,000원), 광어＋숭어(34,000원), 도다리 세꼬시(34,000원), 멍게(18,000원), 전복 (6마리)(25,000원), 낙지(25,000원), 해삼(26,000원), 처음처럼(4,500원), 참이슬 후레쉬(4,500원), 진로이즈백(4,500원), 청하(5,000원), 참이슬 오리지널(4,500원), 새로(4,500원), 카스(4,500원), 테라(4,500원)"
