상호,주소,별점,메뉴
고운돈카츠 본점,서울 성동구 아차산로 92 1층 105호,4.5,"등심카츠정식(13,000원), 안심카츠정식(14,000원), 등심카츠카레(13,000원), 카츠동(14,000원)"
삿뽀로 방이점,서울 송파구 오금로11길 7 제이타워빌딩 2층,3.8,"런치스페셜 C(37,000원), 스시 정식(31,000원), 특스시 정식(39,000원), [평일 런치] 사모님 정식(30,000원), [디너] 모듬사시미 정식(62,000원)"
마시아,서울 성동구 광나루로 320-1,0.0,"고구마치즈김밥(4,500원), 김치생면우동(6,000원), 낙지덮밥(7,000원), 남태평양참치김밥(3,600원), 냉모밀(6,000원), 냉모밀정식(7,500원), 더마시아김밥(2,700원), 더마시아생면우동(5,500원), 돈까스덮밥(6,500원), 돈까스볶음우동(7,500원), 돈까스비빔밥(6,500원), 돈까스순두부찌개(7,500원), 돈까스찌개(7,000원), 돈까스카레밥(7,500원), 돈까츠김치생우동전골(8,500원), 멸치땡초김밥(4,000원), 모듬까스(10,000원), 불고기비빔밥(7,500원), 사천마파덮밥(7,000원), 산삼김밥(6,000원), 새우튀김생면우동(7,500원), 스테이크(8,500원), 알밥(5,000원), 알밥정식(7,000원), 알탕(7,500원), 야채돈까스(9,500원), 어묵생면우동(7,500원), 얼큰한콩나물부대찌개(7,000원), 얼큰한해물생면우동(7,500원), 유부초밥(6,000원), 찰림(돼지갈비)김밥(4,900원), 치즈고구마돈까스(9,000원), 치즈돈까스(8,500원), 치킨덮밥(6,500원), 치킨비빔밥(6,500원), 치킨치즈까스(8,500원), 치킨카레밥(7,500원), 통새우김밥(4,000원), 판모밀(6,000원), 판모밀정식(7,500원), 피쉬까스(8,500원), 피자돈까스(9,000원), 해물볶음우동(7,500원), 흑돈까스김치치즈찜(7,000원), 흑돼지돈까스(7,500원), 흑돼지돈까스김밥(4,000원), 흑돼지왕돈까스(8,000원)"
대가참치,서울 동대문구 천호대로85길 11 2층,3.9,"스페셜 (1인)(39,000원), 특스페셜 (1인)(49,000원), 실장스페셜 (1인)(59,000원), 대가스페셜 (1인)(75,000원), 대가로얄 (1인)(100,000원), 대가VIP (1인)(150,000원), 참치회단품(20pcs)(50,000원), 회정식(25,000원), 초밥(12pcs)(15,000원), 알탕(10,000원), 대구탕(10,000원), 대구지리(10,000원), 알대구탕(12,000원)"
정참치,서울 성동구 성수일로8길 39 2층,4.8,"정(1인)(98,000원), 스페셜(1인)(78,000원), 진(1인)(58,000원), 선(1인)(42,000원), 로얄(40점)(150,000원)"
네기라이브,서울 성동구 성수이로 97,4.6,
키치노야,서울 성동구 뚝섬로13길 32-1 1층,4.8,
키키노히호 성수점,서울 성동구 연무장7가길 6-1 1층,4.3,"키키라멘(10,000원), 마제소바(11,000원), 앵그리키키라멘(10,500원), 교카이키키라멘(12,000원)"
성수장어,서울 성동구 연무장길 37-14 1~3층,4.7,"장어덮밥(39,000원), 특 장어덮밥(55,000원)"
어제의카레 성수랩,서울 성동구 뚝섬로7길 14 1층,4.2,"사바카레(13,000원), 스프카레(14,000원), 야채카레(10,000원), 치킨카레(12,000원), 새우카레(13,000원), 안심카레(15,000원), 모듬카레(15,000원)"
갓덴스시 롯데월드몰점,서울 송파구 올림픽로 300 캐주얼동 5층,3.5,"녹색접시(1,500원), 빨강접시(2,900원), 보라접시(3,700원), 곤색접시(4,700원), 은색접시(5,700원), 금색접시(6,900원), 체크접시(8,000원), 소우동(3,800원), 엑스라지계란말이(8,600원), 닭튀김(5,300원), 오징어다리튀김(5,000원), 모둠튀김(12,600원), 아귀가라아게(7,200원)"
무색 MUSAEK,서울 성동구 상원2길 1-10 2층,4.5,"사시미모리아와세(47,000원), 사바보우즈시(25,000원), 카니미소차항(18,000원), 카이센토마토나베(30,000원), 빠다야끼(21,000원), 뎃카마끼(23,000원), 노도구로 시오야끼(45,000원), 노도구로 타키코미고항(43,000원), 모둠초밥(28,000원), 멘타이코 사바소멘(25,000원), 사카무시(24,000원), 쉬타케에비아게다시(16,000원), 야키사바차항(21,000원), 이까 짬뽕(27,000원), 캬베츠트러플야끼(9,000원), 방어 시오야끼(31,000원), 우니호타테아마에비(50,000원), 에비 덴뿌라(22,000원), 이소베마끼(21,000원), 후토마끼(21,000원)"
멘노아지,서울 성동구 연무장5가길 7 성수역 현대테라스타워 106호,,"돈코츠라멘(10,000원), 매운돈코츠라멘(해장라멘)(10,000원), 모츠(소곱창라멘)(14,500원), 블랙가쓰오라멘(11,000원), 마제소바(11,000원), 모츠소바(소곱창마제소바)(14,500원), 호르몬동(대창덮밥)(15,000원), 차슈동(덮밥)(10,000원), 닭껍질교자(5,000원), 타코야끼(5,000원), 츠케맨(13,000원)"
가조쿠,서울 성동구 연무장길 31-2 1층,4.0,"가조쿠소바(11,000원), 키츠네소바(11,000원), 냉소바(11,000원), 에비텐소바(12,000원), 니싱소바(18,000원), 자루소바(10,000원)"
도죠,서울 성동구 성수이로 126 A열 5호,4.0,"나가사끼 짬뽕(10,000원), 카라미소 라멘(9,500원), 탄탄멘(9,500원), 콜라(2,000원), 쿠로마유 라멘(9,500원)"
텐바,서울 성동구 연무장길 41-22 1층,4.5,"사시미모리아와세(45,000원)"
스시준 잠실점,서울 송파구 올림픽로35다길 32 예전빌딩 지하1층,3.6,"오늘의초밥(10p)(12,000원), 계란초밥(10p)(10,000원), 생새우초밥(10p)(14,000원), 초새우초밥(10p)(15,000원), 간장새우초밥(10p)(14,000원), 장어초밥/참치초밥(10p)(18,000원), 캘리포니아롤(8p)(9,000원), 새우튀김롤(8p)(10,000원), 날치알마끼(1p)(2,000원), 새우튀김마끼(1p)(2,500원), 특선초밥(15,000원), 스페셜초밥(22,000원), 프리미엄초밥(33,000원), 런치사시미정식(1인)(30,000원), 사시미정식(1인)(33,000원), 연어사시미(25,000원), 광어사시미(25,000원), 모듬사시미(35,000원), 냉모밀(10,000원), 김치나베(9,000원)"
돈까스의집,서울 송파구 삼전로 100 아카데미빌딩 1층,3.6,"돈까스(12,000원), 정식(13,500원), 생선까스(12,000원), 함박스텍(12,000원)"
서촌제,서울 송파구 백제고분로 2,3.0,"흑돼지 두부 품은 돈가스(15,000원), 한치 품은 쫄면(13,000원), 딱새우 탕수샐러드(15,000원), 문어품고수제어묵(7,000원), 딱새우고사리수제어묵(7,000원), 어묵 우동(13,000원)"
호시카츠,서울 강남구 도산대로83길 17 여의주빌딩 1층,,"로츠카츠(15,000원), 히레카츠 대(19,000원), 히레로스 모듬(20,000원), 멘치로스 모듬(17,000원), 히레카츠 중(17,000원), 맨치단품 2pcs(7,000원), 카레단품(4,000원), 공기밥 추가(1,000원), 돈지루（미소시루） 추가(2,000원), 콜라 355mL(2,500원), 사이다 355mL(2,500원), 제로콜라 355mL(2,500원)"
도쿄사이카보,서울 강남구 도산대로101길 9 영명빌딩 1층,3.3,"연어아보카도돈(19,000원), 카이센돈(20,000원), 장어덮밥(30,000원), 카츠 카레(17,000원), 치라시돈(20,000원), 초밥 （8ps）(35,000원), 수제 고로케(8,000원), 닭고기 카라아게(8,000원), 새우 후라이(7,000원)"
멘야마쯔리 성수점,서울 성동구 연무장5가길 25 SK V1타워 1층 111호,,"반달야끼(6,000원), 오코노미야끼(11,000원), 볼카츠(2p)(5,500원), 볼카츠(4p)(10,000원)"
오마카세 오사이초밥 성수점,서울 성동구 연무장3길 9-14 1층,4.4,"오마카세 초밥 런치(22,000원), 오마카세 초밥 디너(33,000원)"
한신우동 성수점,서울 성동구 아차산로 96 신성빌딩 1층,4.5,"왕돈까스(12,000원), 매운왕돈까스(12,000원), 즉석우동(8,000원), 어묵우동(9,000원), 왕만두（5pcs）(7,000원), 튀김만두（7pcs）(7,000원), 쥐포튀김(7,000원), 코카콜라 355mL(2,000원), 제로 콜라 355ml(2,000원), 사이다(2,000원), 환타 파인맛 355mL(2,000원)"
신주쿠카레 성수점,서울 성동구 아차산로13길 16 램킨중흥S클래스 1층 108호,0.0,
이춘복참치 잠실점,서울 송파구 올림픽로 269 롯데캐슬플라자 2층,,"실장추천참치(44,000원), 점심메뉴) 특정식(28,000원), 참치스페셜(36,000원), 일품참치(57,000원), 혼마구로(85,000원), 혼마구로플러스(110,000원), 점심메뉴) 일반정식(21,000원), 점심메뉴) 혼마구로정식(37,000원), 점심메뉴) 일반초밥(16,000원), 점심메뉴) 특초밥(23,000원), 점심메뉴) 혼마구로초밥(33,000원), 점심메뉴) 에비텐동(13,000원), 점심메뉴) 치라시동(15,000원), 점심메뉴) 사케동(16,000원), 점심메뉴) 회덮밥(13,000원), 점심메뉴) 히레카츠(12,000원), 점심메뉴) 알밥(9,000원), 점심메뉴) 일식카레+돈까스(12,000원), 점심메뉴) 치즈카츠(14,000원)"
야나기 청담2호점,서울 강남구 학동로101길 21 1층,4.1,"혼마구로 뱃살 (1PCS)(7,000원), 우니 (1PCS)(5,000원), 사사미 오마카세 (1인분)(60,000원), 모듬사시미 (1인분)(50,000원), 광어사시미(40,000원)"
나레초밥 신천점,서울 송파구 백제고분로7길 54 1층,2.5,"회덮밥(11,000원), 나레 특선초밥 12p(17,500원), 나레 스페셜초밥 12p(21,500원), 돈까스(11,000원), 나레 초밥 10p(14,500원), 나레VIP초밥(30,000원), 나레세트（2인）(46,000원), 알밥(10,000원), 냉모밀(9,000원), 계란 2p(3,000원), 연어토핑추가(500원), 광어초밥 10p(22,000원), 꽃등심불초밥 10p(22,000원), 참치초밥 10p(22,000원), 연어초밥 10p(22,000원), 초새우초밥 10p(19,000원), 새우불초밥 10p(19,000원), 황새치불초밥 10p(19,000원), 연어토핑（양파＋소스）(500원), 연어（5p）＋황새치불초밥（5p）(22,000원), 연어（5p）＋새우불초밥（5p）(22,000원), 연어（5p）＋참치（5p）(22,000원), 광어（5p）＋연어（5p）(22,000원), 연어（5p）＋육회（5p）(22,000원), 꽃등심불초밥（5p）＋연어（5p）(23,000원), 꽃등심불초밥（5p）＋초새우（5p）(20,000원), 꽃등심불초밥（5p）＋새우불초밥（5p）(20,000원), 꽃등심불초밥（5p）＋황새치불초밥（5p）(20,000원), 꽃등심불초밥（5p）＋광어（5p）(22,000원), 꽃등심불초밥（5p）＋참치（5p）(22,000원)"
기소야 성수점,서울 성동구 아차산로 126 더리브 세종타워 지하 1층 104호,3.1,
세이류,서울 송파구 올림픽로35가길 9 잠실푸르지오월드마크아파트 지하1층 35호,4.7,"스시 오마카세 (저녁메뉴)(120,000원), 스시 오마카세 (점심메뉴)(65,000원), 스시 포장(40,000원)"
피터팬돈까스&스파게티,서울 성동구 성덕정15길 6-39 1층,4.6,"C （찰리）세트（함박스테이크 ＋미트스파게티）(12,000원), F （팍스트롯）세트（돈까스 ＋카레 라이스）(12,500원), 피터팬돈까스(12,000원), 카레돈까스(12,500원), 매운돈까스(12,500원), 치즈돈까스(13,500원), 피터팬정식（돈까스＋생선까스＋함박스테이크）(13,000원), A （알파）세트（돈까스＋미트스파게티）(12,000원), B （브라보）세트（생선까스 ＋미트스파게티）(12,000원), D （델타）세트（매운 돈까스 ＋미트스파게티）(12,500원), E （에코）세트（멘치까스 ＋미트스파게티）(12,500원), G (골프) 세트 (카레돈까스+미트스파게티)(12,500원), H (호텔)세트 (치즈돈까스+미트스파게티)(13,000원), 생선까스(12,000원), 함박스테이크(12,000원), 멘치까스(12,500원), 치즈오므라이스(10,000원), 카레라이스(10,000원), 불고기치즈오븐스파게티(13,000원), 치즈오븐스파게티(12,000원), 미트소스스파게티(11,000원), 베이컨 치즈오븐스파게티(12,500원), 돈까스안주(30,000원), 소세지＋감자튀김(4,500원), 감자튀김(4,000원), 공깃밥(1,000원), 소세지＋윙(5,000원), 콜라펩시500mL(2,500원), 콜라펩시1.25L(3,000원), 코카콜라캔 355mL(2,000원)"
쿠마짱온센,서울 성동구 연무장7길 5 2-4층,,"온센돈목살(18,000원), 와규(29,000원), 온센꽃등심(23,000원), 온센꽃등심+온센돈목살(22,000원)"
상무초밥 잠실점,서울 송파구 올림픽로 96 동신빌딩 102호,4.1,"상무초밥세트(10pcs)(20,900원), 자부심초밥세트(10pcs)(15,900원), 진심초밥세트(10pcs)(11,900원), 활어초밥(10pcs)(18,000원), 참치초밥(10pcs)(18,000원), 소고기물초밥(10pcs)(15,000원), 장어초밥(10pcs)(18,000원), 새우초밥(10pcs)(11,000원), 계란초밥(5pcs)(4,000원), 간장새우초밥(5pcs)(8,500원), 참치초밥(5pcs)+소고기불초밥(5pcs) 세트(17,500원), 참치초밥5pcs)+연어초밥(5pcs)(17,500원), 가츠오우동(6,900원), 활어초밥(5pcs) 참치초밥5pcs)(10,000원), 연어초밥(8pcs)(15,000원)"
끌 잠실새내역점,서울 송파구 백제고분로7길 29 우림빌딩 1층,,"끌 오코노미야끼(16,000원), 페페로니 토마토 오코노미야끼(17,000원), 클래식 야끼소바(15,000원), 카라이 해산물 야끼소바(16,000원), 마라크림 야끼소바(16,000원), 관자 삼합구이(23,000원), 버터 갈릭 새우(20,000원), 해산물 모듬한판(59,000원), 제주 딱새우 한판 회(38,000원), 제주 갑오징어 숙회(39,000원), 제주 갑오징어 사시미(39,000원), 목포 자연산 막회(39,000원), 제주 오징어통찜 2마리(25,000원), 관자+우니+단새우 삼합(48,000원), 우니+단새우 모듬한판(56,000원), 제주 단새우 한판(26,000원), 영덕 자연산 백고동 초회(28,000원), 영덕 자연산 백고동 ancla(25,000원), 통삼겹&볶음김치(21,000원)"
스시애,서울 송파구 백제고분로7길 41 NS파인트리 1층 103호,3.3,"사랑애초밥 10pcs(14,000원), 모듬초밥 12pcs(15,000원), 스시애초밥 12pcs(16,000원), 스시애특초밥 12pcs(18,000원), 광어 1pcs(2,200원), 치즈꽃등심1pcs(2,000원), 왕 소라갈릭초밥(1,900원), 모듬회덮밥(11,000원), 모듬 특 회덮밥(16,000원), 알밥(7,500원), 스시애 스페셜 한판 12pcs(20,000원), 스시애VIP한판 12pcs(22,000원), 스시애VVIP초밥12p(27,000원), 연어한판 10pcs(20,000원), 연어양파소스 10pcs(20,000원), 활어한판 10pcs(20,000원), 광어한판 10pcs(21,000원), 꽃등심와규한판 10pcs(20,000원), 연어갈릭한판10p(20,000원), 연어＋광어 10pcs(20,000원), 생새우10pcs(15,000원), 생새우갈릭10pcs(15,500원), 참이슬 후레쉬(5,000원), 처음처럼(5,000원), 진로이즈백(5,000원), 청하(5,500원), 참이슬 오리지널(5,000원), 새로(5,000원), 카스(5,000원), 테라(5,000원)"
호호식당 성수동점,서울 성동구 서울숲4길 25,3.2,"생선가스정식(15,000원), 사케동(18,000원), 우니파스타(22,000원), 왕새우튀김우동(13,000원)"
미남참치,서울 동대문구 천호대로 389 1층,3.8,"실장추천(60,000원), 스페셜(45,000원), VVIP(130,000원), VIP(100,000원), 로얄(80,000원)"
마카나이 신천점,서울 송파구 백제고분로7길 32-4 2층,3.0,"돈코츠라멘(10,500원), 매운돈코츠라멘(10,500원), 규동(10,500원), 차슈덮밥(10,500원), 야끼차슈라멘(12,500원), 탄탄멘(10,500원), 마제소바(10,500원), 야끼차슈 마제소바(12,500원), 돈까스카레(11,000원), 불고기카레(11,000원), 새우튀김(3,500원), 스페셜라멘(15,500원), 구로마유라멘(10,500원), 야끼구로마유라멘(12,500원), 야끼차슈 탄탄멘(12,500원), 삼겹살덮밥(11,500원), 스페셜덮밥(14,500원), 돈까스덮밥(10,500원), 새우살덮밥(10,500원), 에비후라이카레(11,000원), 생새우살카레(11,000원), 등심돈까스(3,500원), 야끼차슈(3,500원), 라멘차슈(1,000원), 덮밥차슈(1,000원), 라멘면(2,500원), 숙주추가(1,000원), 계란（완숙）(1,000원), 계란（반숙）(1,000원), 치킨 가라아게5ps(4,500원)"
빨간창고,서울 성동구 둘레길 147-1,5.0,
배키욘방,서울 송파구 올림픽로32길 22-23 평원빌딩 1층 102호,,"부채살 스테키동300(18,000원), 마리네이드사케동(16,000원), (냉)미소카라메(10,000원), 호르몬동(한우소곱창)(18,000원), 타레이세세리동(19,000원)"
효탄신참치 2호점,서울 송파구 백제고분로7길 32-11,3.6,"참치 보통(35,000원), 참치 스페셜(40,000원), 참치 특스페셜(50,000원), 참치 실장스페셜(69,000원), 초밥포장(20,000원)"
토리아에즈 성수점,서울 성동구 아차산로7길 7 1층,4.4,"레몬하이볼(5,500원), 시소하이볼(5,500원), 산토리하이볼(7,000원), 진저하이볼(5,500원), 히레사케(6,000원), 쯔쿠네(4,800원), 명란구이(4,900원), 아스파라거스 말이(1p)(3,500원), 팽이말이(2,900원), 토마토말이(3,300원), 모찌말이(3,100원), 네기마(1,900원), 닭날개(2,900원), 계란구이 (1p)(2,300원), 마늘(1,300원), 관자(2,500원), 오이된장(2,800원), 명란밥(5,500원), 닭껍질 (1p)(2,100원), 기린생맥주(7,000원)"
할아버지돈까스,서울 송파구 올림픽로35길 124,3.1,"돈까스(10,000원), 음료수(2,000원)"
하루나,서울 성동구 성수일로4길 37,4.2,"카레돈가츠(13,000원), 하루나 정식(16,000원), 자루소바세트（자루소바＋미니안심）(15,500원), 치즈롤가츠(16,000원), 모듬가츠(17,000원), 뎅뎅이 세트（김치오뎅우동＋안심）(15,000원), 핫돈가츠(13,000원), 치킨가츠(13,000원), 가츠돈부리(11,000원), 미니안심＋돈소스(6,000원), 히레가츠(13,000원), 생선가츠(13,000원), 새우나베(13,000원), 하루나우동세트(13,000원), 새우 튀김 우동(13,000원), 야채튀김 우동（신메뉴）(12,000원), 로스가츠(12,000원), 하루나특밥(12,000원), 얼큰가츠나베(12,000원), 냉모밀(냉소바)(12,000원), 비빔소바(12,000원), 돈가츠우동(12,000원), 김치돈부리(11,500원), 가츠나베(11,500원), 자루소바(11,500원), 패밀리 세트（가성비갑）(47,000원), 핫돈 정식(16,000원), 냉모밀 세트(16,000원), 자루우동세트（신메뉴）(15,500원), 카레(4,000원)"
구주 잠실새내점,서울 송파구 백제고분로7길 28-12 1-2층,3.9,"진격의구주도넛(35,003원), 육회노리마끼(26,000원), 커리갈비후라이드(22,900원), 홍짬뽕백짬뽕(21,900원), 바지락술찜(20,800원), 부타니쿠(갈비양념)(24,000원), 유린기(18,900원)"
소바마에,서울 성동구 왕십리로4길 26-20 지하1층,3.8,"규동(13,800원), 텐뿌라(12,800원), 자루소바(냉)(13,800원), 카케소바(냉/온)(13,800원), 낫또소바(냉)(17,800원), 토로로소바,생마(냉/온)(17,800원), 니쿠소바,소고기(온)(18,800원), 스페셜텐동(13,800원), 와카메소바,미역(냉/온)(15,800원), 니싱소바,청어(냉/온)(21,800원), 에비텐소바(냉/온)(18,800원)"
청담항,서울 강남구 영동대로138길 9 2층 202호,4.5,"해산물모둠(80,000원), 문어+소라(50,000원), 통골뱅이(50,000원), 후포리한치물회(15,000원), 산삼전복갈비탕(15,000원), 울진대게비빔밥(15,000원), 회덮밥(15,000원)"
시부야돈까스,서울 송파구 올림픽로35길 112 장미아파트 B상가 지하1층 15호,4.6,"시부야정식(11,000원), 안심가스(11,000원), 등심가스(11,000원), 생선가스(11,000원)"
뚝시돈,서울 성동구 성덕정15길 4-1 1층,5.0,"수제 등시 두꺼비 돈가스(8,900원), 수제 치즈 돈가스(9,500원), 수제 등심 돈가스(7,900원), 돈마니 1인 세트(11,900원), 두꺼비 총각 김치나베(9,900원), 치즈 총각 김치나베(9,900원), 명태회 냉면(7,500원), 물 냉면(7,500원)"
스시이치바,서울 성동구 왕십리로14길 8,4.3,"미디엄스시13pcs＋서비스미니우동,새우튀김1마리(18,000원), 광어스시5pcs(11,000원), 연어스시5pcs(10,000원), 황새치불초밥5pcs(10,000원), 계란스시5pcs(5,000원), 참치스시5pcs(11,000원), 레귤러스시10pcs＋서비스미니우동,새우튀김1마리(14,000원), 생선초밥12pcs＋서비스미니우동.새우튀김1마리(23,000원), 익힌초밥10pcs＋서비스미니우동.새우튀김1마리(11,000원), 간장새우스시5pcs(7,500원), 초새우스시5pcs(7,500원), 유부스시5pcs(3,500원), 유부(1,500원), 계란(2,000원), 가리비(2,000원), 초새우(3,000원), 간장새우(3,000원), 타코와사비(3,500원), 연어(4,000원), 황새치(4,000원), 광어(4,500원), 참치(4,500원), 광어지느러미(5,500원), 미니우동(2,000원), 새우튀김2마리(2,000원), 코카콜라 355mL(2,000원), 칠성사이다 355mL(2,000원), 오이시이준마이(35,000원), 하쿠시카 준마이 긴죠(31,000원), 간바레 오또상(39,000원)"
성수수집,서울 성동구 성수일로1길 10 1층,4.5,"모둠사시미 2인(38,000원), 모둠사시미 3인(54,000원), 모둠사시미 4인(72,000원), 고등어 봉초밥 (한정판매)(26,000원), 제철 해산물 초회(35,000원), 스테미너 나베(32,000원), 토마토 해산물 나베(30,000원), 훈연금태밥 (한정판매)(32,000원), 훈연 카마스밥 (한정판매)(18,000원), 훈연 삼치밥(18,000원)"
스시라온,서울 성동구 성수일로 10 서울숲 ITCT지식산업센터 1층 106호,4.5,"런치오마카세(70,000원), 디너오마카세(140,000원)"
참치명가,서울 강남구 도산대로 542 지하1층-지하2층,3.7,"참치사시미(49,000원), 생선구이(20,000원), 생선조림(20,000원), 새우튀김(20,000원), 특선탕(25,000원)"
벼락가우리 신천점,서울 송파구 석촌호수로12길 29,4.1,"가우리코스(50,000원), 고노와다사시미(25,000원), 광어회(27,000원), 냉모밀(8,000원), 도미머리구이(20,000원), 메로된장구이(25,000원), 모둠회(1사라)(2인)(38,000원), 모둠회(1사라)(특)(3인)(60,000원), 문어 (2p)(3,000원), 문어숙회(20,000원), 벼락코스(27,000원), 새우깡(5,000원), 새우장(10미)(15,000원), 새우튀김(15,000원), 생선초밥(15,000원), 선어 (2p)(3,000원), 소바(자루)(6,000원), 스페셜초밥(30,000원), 시메사바(20,000원), 무안산낙지(1마리)(0원)"
오늘도못참치,서울 성동구 성덕정17길 7-1 1층,3.4,"한접시 메뉴 (32점) (특선)(40,000원), 한접시 메뉴 (32점) (스페셜)(50,000원), 한접시 메뉴 (32점) (로얄)(60,000원), 리필 메뉴 (특선) (1인 2회리필)(33,000원), 리필 메뉴 (스페셜) (1인 2회리필)(45,000원), 리필 메뉴 (로얄) (1인 2회리필)(55,000원), 참치머리 (1~2인)(60,000원), 참치 초밥 (12p)(17,000원), 참다랑어 초밥 (12p)(35,000원)"
마스타 하이볼 잠실새내점,서울 송파구 백제고분로7길 26,3.5,"카레라이스(7,900원), 클래식야끼소바(9,900원), 고추바삭유린기(9,900원), 즉석떡볶이(14,900원), 마스타타코야키(4,500원), 대파간장타코야키(5,500원), 사라다타코야키(5,500원), 클래식타코야키(4,500원), 명란치크타코야키(5,500원), 닭야끼소바(12,900원), 오뎅니베(19,900원), 감자튀김(6,000원), 바스코치킨몽(8,900원), 에그포테이토(5,500원), 교자(4,500원), 감자고로케(4,900원), 유자토마토(4,500원), 바닐라아이스크림(7,900원), 오이샐러드(4,500원), 명란마카로니(4,500원)"
신기루오뎅바,서울 성동구 성수이로 37 2층,3.4,"신기루 오뎅 모리아와세(17,900원), 신기루 라멘(8,900원), 일본풍 치킨가라아게(12,900원), 닭 연골튀김(8,900원), 감자튀김(6,900원), 닭다리살 볶음(12,900원), 닭연골 볶음(8,900원), 야키소바(12,900원), 호감도 스지찜(8,900원)"
본참치 장안동본점,서울 동대문구 장한로 20 2층,4.6,"혼마정식(35,000원), 혼마구로(100,000원), 본스페셜(80,000원), 실장스페셜(60,000원), 참치회(기본)(45,000원), 특초밥(12p)(30,000원)"
라멘쨩,서울 송파구 올림픽로35길 112 장미B상가 1동 지하1층 6호,4.4,"돈코츠 라멘(7,500원), 돈코츠챠슈라멘(9,000원), 라멘쨩스페셜(10,000원), 챠향(6,000원), 가라아게(5,000원), 치킨난반(6,000원)"
무공돈까스 성수이마트점,서울 성동구 뚝섬로 385-40 1층 103호,4.2,
소스 청담동본점,서울 강남구 삼성로146길 4 1층,4.3,"돈가스(12,000원), 생선가스(14,000원), 치즈돈가스(15,000원), 디마레 파스타(15,000원), 뚝배기 파스타(15,000원), 옛날돈가스(15,000원)"
해춘,서울 강남구 학동로101길 11 지하1층 111호,3.0,"오도로(1P)(10,000원), 주도로(2P)(12,000원), 전복(2P)(7,000원), 광어지느러미(2P)(7,000원), 연어뱃살(2P)(6,000원), 아카미(2P)(5,000원), 황새치뱃살(2P)(7,000원), 광어(2P)(6,000원), 도미(2P)(6,000원), 연어(2P)(5,000원), 청어(2P)(5,000원), 성개알(2P)(7,000원), 민물장어(2P)(7,000원), 이꾸라(1P)(7,000원), 소고기(2P)(5,000원), 간장새우(2P)(5,000원), 초새우(2P)(4,000원), 생새우(2P)(5,000원), 사바(2P)(5,000원), 유부(2P)(4,000원), 계란(2P)(3,000원), 가리비(2P)(3,000원), 단새우(2P)(5,000원), 마끼(1P)(2,000원)"
카츠젠 잠실월드타워점,서울 송파구 올림픽로 305 잠실역8호선 A구역 지하1층,4.2,"생등심돈카츠(10,000원), 생안심돈카츠(11,000원), 정통 돈카츠(10,500원), 판모밀(9,000원), 돈카츠동(9,000원), 고추매운돈카츠(10,500원), 이탈리안 치즈카츠(11,500원), 고구마치즈 돈카츠(11,000원), 돈카츠카레/치킨카레(10,000원), 통치즈카츠(12,500원), 냉(온)모밀(9,500원), 알밥 모밀카츠(11,500원), 알밥정식(9,000원), 알밥우동카츠(11,000원), 사누끼우동(6,500원), 김치니꼬미우동전골(9,000원), 순두부돈카츠(10,500원), 김치찌개돈카츠(10,500원), 해물된장찌개돈카츠(10,500원), 김치치즈카츠나베(11,500원)"
샤베리,서울 성동구 연무장길 37-22,3.0,"치킨가라아게(13,000원), 문어가라아게(15,000원), 깔라마리(18,000원), 새우깡(10,000원), 떡순대튀김(10,000원), 고로케3종(9,000원), 마약옥수수튀김(9,000원), 숯불꼬치구이6종(18,000원), 가리비숯불구이(14,000원), 명란치즈계란말이(16,000원), 명란치즈만두구이 (4piece)(9,000원)"
멘야코노하 성수,서울 성동구 왕십리로4길 10-1 1층,4.3,"니보시시오라멘(9,500원), 쌍문동코츠라멘(9,500원), 해장라멘(9,000원), 비빔교자(5,000원), 마제소바(10,000원)"
치마오 잠실점,서울 송파구 올림픽로35길 112 장미아파트 B상가 1동 지하1층 19-1호,2.2,"돈코츠라멘 + 돈카츠 세트(13,000원), 쇼유라멘+돈카츠(13,000원), 돈코츠라멘(9,000원), 나가사키짬뽕(10,000원), 가라이미소라멘(10,000원), 니쿠우동(10,000원), 새우튀김우동(10,000원), 야끼우동(10,000원), 야끼소바(10,000원), 오뎅탕(10,000원), 탄탄멘(10,000원), 김치카츠나베(12,000원), 차슈라멘(11,000원), 쇼유라멘(9,000원)"
"깃뽀 (잠실새내점,종합운동장점)",서울 송파구 올림픽로10길 13 2층,,"모둠사시미(연어,한우,문어)(23,800원), 후쿠오카 모츠나베(27,800원), 한우육사시미(23,800원), 새벽연어사시미(23,800원), 신선한우육회(19,800원), 살치살소고기타다끼(24,800원), 문어초회(24,800원), 미나리백합탕(21,800원), 간사이오뎅나베(21,800원), 얼큰오뎅나베(22,800원), 치킨가라아게(17,800원), 오사카유린기(18,800원), 오사카간장치킨(18,800원), 카라이치킨(18,800원), 왕새우튀김(16,800원), 차돌양지숙주볶음(17,800원), 버섯차돌양지숙주볶음(20,800원), 메로구이(24,800원), 먹태구이(16,800원), 소고기스키야끼(24,800원)"
토도로기,서울 송파구 올림픽로35가길 10,3.3,"토도로끼라멘(M)(9,000원), 차슈라멘(M)(11,000원), 로스까스(11,000원), 가츠동(8,500원), 나가사끼짬뽕(14,000원)"
