가게명,지역화폐,주메뉴,동,상세주소,평점,메뉴목록
춘천닭갈비,O,닭요리,구의동,서울 광진구 자양로18길 19,2.5,
미각의발견,O,"육류,고기",구의동,서울 광진구 자양로50길 37 1층,5.0,
이가숯불닭갈비,O,닭요리,구의동,서울 광진구 자양로18길 45 1층,3.5,"생삼겹살(14,000원), 간장삼겹살(14,000원), 고추장삼겹살(14,000원), 해물된장(7,000원), 차돌된장(8,000원), 목살(14,000원), 생닭갈비(13,000원), 간장닭갈비(13,000원), 고추장닭갈비(13,000원), 소갈비살(16,000원)"
북창동은이네장터국밥,O,국밥,구의동,서울 광진구 천호대로 675 1층,3.7,"장터국밥(9,500원), 양선지해장국(9,000원), 수육국밥(9,000원), 냉모밀(8,000원), 수육 (소)(28,000원), 아구찜 (소)(34,000원), 홍어무침 (소)(15,000원)"
경복궁,O,한식,구의동,서울 광진구 자양로45길 4,5.0,
정라진,O,"해물,생선",구의동,서울 광진구 구의강변로 35 삼진빌딩 1층,4.3,생선구이(변동가격)
먹오삼,O,"불고기,두루치기",구의동,서울 광진구 구의로 8 1층,4.6,"직화 오삼 (120g+120g)(15,000원), 직화 쭈삼 (120g+120g)(15,000원), 직화 낙삼 (120g+120g)(15,000원)"
진미식당,O,삼겹살,구의동,서울 광진구 자양로26길 31,4.0,"가정식백반(8,000원), 된장찌개(8,000원), 우렁된장찌개(9,000원), 순두부(9,000원), 청국장(9,000원), 김치찌개(9,000원), 부대찌개 (2인)(20,000원), 동태찌개 (2인)(20,000원), 제육볶음 (2인)(20,000원), 오징어볶음(2인)(20,000원), 삼겹살(16,000원), 닭도리탕(40,000원), 토종닭도리탕(50,000원), 토종닭백숙(60,000원), 두부김치(20,000원), 제육볶음(23,000원), 오징어볶음(23,000원), 코다리구이(23,000원), 고등어구이 (2인)(20,000원)"
신의주순대국밥 오리사냥,O,순대,구의동,서울 광진구 자양로18길 99,3.0,"순대국밥(8,000원), 얼큰순대국밥(9,000원), 살고기순대국밥(9,000원), 얼큰돼지국밥(9,000원), 얼큰살고기순대국밥(특)(10,000원), 소내장탕(10,000원), 소양선지해장국(9,000원), 술국(15,000원), 오소리감투(18,000원), 머리고기수육(20,000원), 생오리주물럭(한마리)(55,000원), 오리반마리(33,000원), 한방약오리(65,000원)"
쭈꾸미도사 구의점,O,"해물,생선",구의동,서울 광진구 아차산로49길 11,3.7,"오리지날 쭈꾸미(32,000원), [쭈도No.1픽] 대창 쭈꾸미(38,000원), [인기메뉴] 삼겹 쭈꾸미(34,000원), 오리지널 쭈꾸미 세트(41,000원), 대창 쭈꾸미 세트(47,000원), 삼겹 쭈꾸미 세트(43,000원), 뽀빠이 육전(10,000원), 계란찜(4,000원), 날치알 주먹밥(3,000원), 대창(13,000원), 삼겹살(8,000원), 치즈사리(2,000원), 납작당면(2,000원), 밀떡(2,000원), 날치알 볶음밥재료(3,000원), 공기밥(1,000원), 콜라(2,000원), 사이다(2,000원)"
꿉찌,O,"육류,고기",구의동,서울 광진구 구의로 36 1층,4.3,"꿉지한판(600g)(43,000원), 오겹한판(600g)(46,000원), 오겹살(200g)(17,000원), 목살(200g)(17,000원), 앞다리살살(200g)(15,000원), 소갈비살(150g)(18,000원)"
일상예우,O,"육류,고기",구의동,서울 광진구 아차산로 462 1층,5.0,"한우600g세트(180,000원), 런치)한우꽃등심 런치세트(35,000원), 런치)한우차돌 런치세트(25,000원), 런치)한우안심 런치세트(39,000원), 한우꽃등심(48,000원), 한우토시살(52,000원), 한우살치살(50,000원), 한우새우살(52,000원), 한우안창살(52,000원), 한우갈비살(38,000원), 한우차돌박이(29,000원), 한우제비추리(52,000원), 한우육회(33,000원), 한우육사시미(35,000원), 런치)소고기미역국정식(10,000원), 런치)한우차돌된장찌개정식(12,000원), 런치)양념게장정식(12,000원), 런치)한우육회비빔밥(16,000원), 한우400g세트(120,000원)"
시골밥상,O,한식,구의동,서울 광진구 아차산로62길 4 1층,4.8,"삼겹살(200g)(18,000원), 김치전골(소)(25,000원), 김치전(12,000원), 굴비백반(12,000원), 굴비매운탕(소)(35,000원), 굴비구이(20,000원)"
전북아구,O,아구,구의동,서울 광진구 자양로48길 4 1층,5.0,"정성가득 아구찜(39,000원), 속시원한 아구탕（지리X）(35,000원), 꽃게탕(44,000원), （숫게）간장게장(34,000원), 홍어(34,000원), 명태찜(34,000원), 공기밥(1,000원)"
해랑,O,한식,구의동,서울 광진구 아차산로 431 강변에스케이뷰 상가2동 103호,4.8,"산낙지 주물럭 (소)(40,000원), 산쭈꾸미 주물럭 (소)(40,000원), 갑오징어 주물럭 (소)(40,000원), 낙지 초무침 (소)(40,000원), 쭈꾸미 초무침 (소)(40,000원), 갑오징어 초무침 (소)(40,000원), 낙지 탕탕이 (중)(50,000원), 낙지 연포탕 (중)(50,000원), 갑오징어구이 (중)(40,000원), 박대구이(30,000원), 박대조림(35,000원), 민어지리탕(35,000원), 낙지볶음 (점심메뉴)(15,000원), (산)낙지볶음 (점심메뉴)(25,000원), 쭈꾸미볶음 (점심메뉴)(15,000원), (산)쭈꾸미볶음 (점심메뉴)(25,000원), 게살비빔밥 (점심메뉴)(15,000원), 산낙지초무침비빔밥 (점심메뉴)(17,000원), 박대구이정식 (점심메뉴)(10,000원)"
풍성감자탕 신관,O,감자탕,구의동,서울 광진구 자양로18길 6 1층,4.7,
국수나무 구의점,O,국수,구의동,서울 광진구 아차산로 479 지민빌딩 1층,2.7,
두찜 아차산역점,O,닭요리,구의동,서울 광진구 자양로 242 1층,2.0,"[로제찜닭 원조브랜드] 로제찜닭(28,800원), [덮밥먹기좋은] 까만/빨간찜닭(24,800원), [국밥보다든든한] 두찜 닭볶음탕(28,800원), [급식의대가] 실비한우곱찜닭(32,800원), [불닭과 두찜의 조합] 불닭로제찜닭(24,800원), [마라탕뺨치는] 마라로제찜닭(24,800원), [1인~2인도 푸짐하게] 까만/빨간찜닭 반마리(18,800원), [1인~2인도 푸짐하게] 로제찜닭 반마리(20,800원), [1초밥도둑] 묵은지김치찜닭(28,800원), [양구펀치볼] 시래기찜닭(28,800원), 찜닭 + 찜닭(44,800원), [멕시칸 맛집] 타코라구요 찜닭 (두찜 나쵸칩 포함)(26,800원), 로제닭발（무뼈）(24,800원), [CJ X 두찜 콜라보] 스팸부대찜닭(부대찌개와찜닭사이)(28,800원), [세가지 치즈가득] 치즈몽땅찜닭(28,800원), [세계3대진미] 트러플크림찜닭(28,800원), 불닭로제찜닭 + 찜닭(44,800원), 불닭로제찜닭 + 마라로제찜닭(44,800원), 불닭로제찜닭 + 로제닭발(44,800원), 찜닭 + 스팸부대찜닭(48,800원), 마라로제찜닭 + 스팸부대찜닭(48,800원), 로제닭발 + 스팸부대찜닭(48,800원), 찜닭 + 마라로제찜닭(44,800원), 로제닭발 + 마라로제찜닭(44,800원), 로제닭발 + 찜닭(44,800원), 하트감자고로케 3개(3,000원), 두찜 나쵸칩 1봉(2,000원), 참이슬 후레쉬¸¸(4,000원), 처음처럼¸(4,000원), 카스¸¸(4,000원)"
한신우동 구의점,O,한식,구의동,서울 광진구 아차산로57길 10,3.7,"왕돈까스(13,000원), 즉석우동(9,000원), 어묵우동(10,000원), 비빔우동(9,500원), 왕만두（5pcs）(8,000원), 매운왕돈까스(13,000원), 직접만든 콩국수(9,000원), 튀김만두（7pcs）(8,000원), 비빔만두(10,000원), 펩시콜라 제로 355mL(2,000원), 순살치킨+감자튀김(13,000원), 칠성사이다 355mL(2,000원), 펩시콜라 355mL(2,000원)"
한성칡냉면,O,냉면,구의동,서울 광진구 구의로 19 1층,3.0,"물냉면(9,000원), 물냉면 大(11,000원), 매운코다리냉면（大）(12,000원), 떡만두국(9,000원), 고기왕만두(9,000원), 왕만두 반반(9,000원), 바지락칼국수(9,000원), 들깨수제비(9,000원), 돈까스(9,000원), 치즈돈까스(10,000원), 코다리 냉면 （大）(12,000원), 비빔냉면 大(11,000원), 매운물냉면（大）(11,000원), 매운 비빔냉면 （大）(11,000원), 코다리 냉면(10,000원), 매운코다리냉면(10,000원), 동지팥죽(10,000원), 비빔냉면(9,000원), 매운물냉면(9,000원), 매운비빔냉면(9,000원), 만두국(9,000원), 김치왕만두(9,000원), 마라칼국수(9,000원), 육수추가(1,500원), 떡국(9,000원), 바지락칼제비(9,000원), 들깨칼국수(9,000원), 스프라이트 355mL(2,000원), 코카콜라 355mL(2,000원), 환타 오렌지맛 355mL(2,000원)"
전주밥상,O,한식,구의동,서울 광진구 아차산로 403-6,5.0,"콩나물국밥(7,000원), 뚝배기비빔밥(7,000원), 동태탕(8,000원), 흑염소전골(60,000원), 가오리탕전골(40,000원)"
광주집,O,감자탕,구의동,서울 광진구 자양로 191,3.9,"순대국(9,000원), 내장만(특)(11,000원), 뼈해장국(9,000원), 김치찌개(8,000원), 된장찌개(8,000원), 육개장(10,000원), 황태(8,000원), 감자탕(중)(25,000원), 술국(중)(14,000원), 편육(13,000원), 머리고기(13,000원), 계란말이(9,000원), 모듬순대(25,000원), 순대곱창볶음(25,000원), 오징어볶음(18,000원), 돼지주물럭(18,000원), 닭도리탕(25,000원)"
아차김치찌개,O,"찌개,전골",구의동,서울 광진구 천호대로129길 48 1층,5.0,"김치찌개 (1인분)(9,000원), 김치찜 (소)(22,000원), 토종닭볶음탕(50,000원), 닭볶음탕(30,000원), 고등어구이(11,000원), 계란말이(10,000원)"
명동칼국수,O,칼국수,구의동,서울 광진구 광나루로56길 85,3.8,"명동칼국수(7,000원), 손해물수제비(7,000원), 비빔국수(7,000원), 평양왕만두(7,000원), 열무냉국수(7,000원)"
대전순대국,O,순대,구의동,서울 광진구 구의로 6 1층,4.1,"순대국밥(9,000원), 특순대국밥(10,000원), 오소리국밥(10,000원), 찰,토종순대(9,000원), 술국(11,000원), 순대곱창전골(소)(19,000원), 머리고기(수육)(소)(14,000원), 모듬고기순대(19,000원), 오소리감투(12,000원)"
풍성식당,O,감자탕,구의동,서울 광진구 자양로18길 5 1층,3.7,"감자탕(대)(35,000원), 감자탕(중)(32,000원), 감자탕(소)(27,000원), 뼈 해장국(8,000원)"
구구족 구의역점,O,"족발,보쌈",구의동,서울 광진구 자양로18길 46 1층,,"싹쓰리 순살족발（일반＋마늘＋양념）.(31,900원), 족발은 구구족(27,900원), 구구족 세트^(39,900원), 담백한 보쌈^(23,900원), [일반＋매운양념]순살반반족발.(30,900원), 구구족 옛날족발（약간차가운 꼬들족발）(27,900원), 보쌈족발세트 대^(49,900원), 1인 순살오리지널족발.(19,900원), 1인 순살매운양념족발.(20,900원), 꼬들꼬들 1인 옛날미니족(19,900원), [일반＋마늘]순살반반족발.(30,900원), [마늘＋매운양념]순살반반족발.(31,900원), 맛있게 매운 순살양념족발.(30,900원), 1인 순살마늘족발.(20,900원), 매운양념 1인 미니족(21,900원), [신메뉴]돌산갓절임(2,900원), 아삭달콤 보쌈 배추김치(6,900원), [시그니쳐]아주매운 구구불김치(6,900원), 사과 가득 달달 구리 마늘소스(2,900원), 맛있게 매운 양념 소스(2,900원), 보쌈 고기만 150g(13,000원), 아삭 매콤달콤 보쌈 무김치(4,900원), 새콤달콤 과일야채듬뿍 1인막국수(6,900원), 새콤달콤 과일야채듬뿍 2배 막국수(9,900원), 족발보쌈 환상의 궁합 어리굴젓(5,900원), 참치가득 주먹밥(5,900원), 신선한 상추(1,900원), 참이슬 후레쉬(3,000원), 진로 이즈백(3,000원), 카스(4,000원)"
제일면옥,O,한식,구의동,서울 광진구 구의로 19-1,5.0,"물냉면(9,000원), 비빔냉면(9,000원), 비・물냉면(곱)(12,000원), 콩국수(계절메뉴)(9,000원), 바지락칼국수(8,000원), 칼만두국(8,000원), 떡만두국(8,000원)"
미나리급랭삼겹살,O,삼겹살,구의동,서울 광진구 자양로18길 12-6 1층,0.0,"급랭삼겹살(170g)(14,000원), 고추장삼겹살(170g)(15,000원), 껍데기(200g)(10,000원), 김치물쫄면(8,000원), 오봉비빔면(7,000원)"
본래순대 구의점,O,순대,구의동,서울 광진구 광나루로36길 22 1층,3.0,
종로빈대떡,O,한식,구의동,서울 광진구 자양로 294 1층 102호,5.0,"모듬전(22,000원), 동태전(15,000원), 굴전(20,000원), 김치전(12,000원), 해물빈대떡(12,000원), 감자전(12,000원), 깻잎전(13,000원), 고추전(13,000원), 고추,부추전(10,000원), 파전(18,000원), 동그랑땡(13,000원), 콜라(2,000원), 사이다(2,000원)"
사랑채,O,"육류,고기",구의동,서울 광진구 아차산로 440-8,5.0,"국수전골(15,000원), 곱창전골 (소)(35,000원), 곱창찌개(12,000원), 곰국수(10,000원), 곰탕(10,000원), 차돌된장찌개(9,000원), 콩국수(10,000원), 한우 꽃등심(39,000원), 한우 눈꽃살(45,000원), 한우 갈비살(36,000원), 한우 우설(26,000원), 한우 육회(25,000원), 오겹살(18,000원), 곱창(한우)모듬구이(60,000원), 한우 곱창(23,000원)"
수내닭꼬치 구의점,O,닭요리,구의동,서울 광진구 자양로 165 1층,5.0,"파 닭꼬치(4,000원), 떡 닭꼬치(4,000원), 모짜렐라 치즈닭꼬치(5,000원), 삼겹살꼬치(8,000원), 닭껍질꼬치(6,000원), 닭목살꼬치(6,000원), 염통꼬치(6,000원), 닭소시지세트(22,000원), 순살닭꼬치(4,000원), 베이컨말이꼬치 (2개, 팽이버섯)(6,000원), 콘소시지(6,000원), 은행꼬치 (5개)(6,000원), 닭염통세트(22,000원), 닭껍질세트(22,000원), 닭베이컨세트(22,000원), 닭목살세트(22,000원), 닭삼겹세트(24,000원), 모듬세트(38,000원), 치킨무(500원), 코카콜라(2,000원), 칠성사이다(2,000원), 웰치스 포도(2,000원), 환타 오렌지(2,000원), 환타 파인애플(2,000원), 생맥주(9,000원)"
순대와곰탕,O,국밥,구의동,서울 광진구 천호대로 663,5.0,
뜬금포차,O,한식,구의동,서울 광진구 아차산로51길 36-1 1층,4.3,"전 메뉴(지정중)(15,000원)"
고기반햄반김치찌개,O,"찌개,전골",구의동,서울 광진구 구의로 35,0.0,
흑산홍어,O,"해물,생선",구의동,서울 광진구 아차산로53길 9,4.0,
고향밥상,O,한식,구의동,서울 광진구 자양로 315 1층,4.6,"육회(대)(80,000원), 삼겹살(변동가격), 닭볶음탕(35,000원), 코다리조림 (2인이상)(15,000원), 갈치조림 (2인이상)(15,000원)"
횡성소머리국밥,O,국밥,구의동,서울 광진구 자양로 237-1,2.0,"소머리국밥 (보통)(14,000원), 설렁탕(12,000원), 도가니탕(17,000원), 사골육개장(10,000원), 모듬수육(50,000원), 도가니수육(50,000원), 소머리수육(50,000원)"
육회바른연어 강변테크노마트점,O,"육류,고기",구의동,서울 광진구 광나루로56길 85 9층 18호,5.0,"육바연 변신세트1（육회덮밥＋3단변신초밥3p）(12,900원), 육쫄세트 (육회쫄면+육초6p)(15,900원), 혼밥세트1（육회덮밥＋선택초밥3p）(9,900원), 혼밥세트2（육회100g＋육초3＋육덮）(15,900원), 혼밥세트3（연어8＋연초3＋연덮）(16,900원), 혼술세트 1（육회100g＋연어8）(13,900원), 육바연세트（육회180＋연어180＋날치알주먹밥)(31,900원), 혼밥세트7（육덮＋육초6＋사이다）(15,900원), 혼밥세트10（연덮＋연초6＋사이다）(15,900원), 육회쫄면(9,500원), 육바연 3단변신초밥 5p(11,900원), 모듬 초밥 12p(15,900원), 통오징어튀김(10,900원), [[NEW]]트러플육회(14,900원), [[NEW]]트러플감자튀김(6,500원), 육바연변신세트2（육회180＋육회바른연어3p）(16,900원), 육바연KING유부세트（유부2＋육초4＋연초4)(15,900원), 혼밥세트4（육회100g＋연어8＋육덮）(18,900원), 혼밥세트5（육회100g＋연어8＋연덮）(19,900원), 혼밥세트6（육회100g＋연어8＋육연덮）(19,900원), 혼밥세트8（육덮＋연초6＋사이다）(15,900원), 혼밥세트9（연덮＋육초6＋사이다）(15,900원), 혼밥세트11 (육초6p+연초6p+사이다)(16,900원), 혼술세트 2（육회100g＋연어8＋초밥3p）(16,900원), 참이슬 후레쉬(5,000원), 처음처럼(5,000원), 진로이즈백(5,000원), 새로(5,000원), 테라(5,000원), 카스(5,000원)"
시골밥상,O,한식,구의동,서울 광진구 광나루로56길 85 테크노마트 지하1층 A-21호,5.0,"제육쌈밥+된장찌개(8,500원)"
늘생각나는식당성원,O,한식,구의동,서울 광진구 천호대로 666 1층,3.7,"동태찌개(8,000원), 청국장(6,000원), 제육볶음(7,000원), 백반(6,000원), 김치찌개(6,000원)"
장안냉면,O,냉면,구의동,서울 광진구 광나루로56길 85,4.2,
은둔고수,O,삼겹살,구의동,서울 광진구 천호대로129길 48 1층,3.0,"삼겹살(180g)(15,000원), 대패삼겹살(180g)(15,000원), 목살(180g)(15,000원), 항정살(180g)(16,000원), 가브리살(180g)(16,000원), 한우차돌박이(150g)(23,000원)"
본전,O,한식,구의동,서울 광진구 영화사로 75-1,5.0,"본전（녹두전 녹두100% 고사리100%）(20,000원), 모듬전(27,000원), 동그랑땡(17,000원), 돼지육전(17,000원), 새우부추전(17,000원), 동태전(17,000원), 동그랑땡＋돼지육전(17,000원), 녹두전（100%）1장(8,000원), 고추전（1장）(2,500원), 콜라(2,000원), 스프라이트(2,000원), 참이슬 후레쉬(4,000원), 처음처럼(4,000원), 새로(4,000원), 진로(4,000원), 참이슬 오리지널(4,000원), 카스(4,000원), 테라(4,000원), 장수 막걸리(3,000원), 지평 막걸리(4,000원)"
스미야끼,O,"육류,고기",구의동,서울 광진구 자양로 112 1층 108~109호,4.3,"최고급와규스페셜(2인)(76,800원), 최고급와규갈비살(120g)(14,900원), 최고급와규안창살(100g)(16,900원), 최고급와규삼각살(120g)(21,900원), 최고급와규꽃살(120g)(38,000원), 최고급와규업진살(120g)(14,900원), 최고급와규우설(120g)(14,900원), 나주곰탕 (점심특선)(12,000원), 부채살규카츠 (130g)(점심특선)(12,800원), 수제돈카츠 (점심특선)(10,000원), 육회비빔밥 (점심특선)(13,000원), 고추장제육비빔밥 (점심특선)(10,000원), 간장제육비빔밥 (점심특선)(10,000원)"
정성생고기,O,"육류,고기",구의동,서울 광진구 아차산로51길 4 1층,4.2,"생오겹살(15,000원), 생목살(15,000원), 갈매기살(15,000원), 돼지갈비(15,000원), 김치찌개(8,000원)"
강금옥쭈꾸미 구의점,O,"해물,생선",구의동,서울 광진구 아차산로55길 11 테라팰리스건대3차 101호,5.0,"맛으로 승부하는 쭈꾸미 set(29,000원), [BEST인기]쭈꾸미삼겹 set(31,000원), [쭈꾸미만주세요]알뜰쭈꾸미만(24,000원), [나홀로꿀맛]1인 쭈꾸미 set(17,000원), [고소한 소대창]쭈꾸미대창 set(34,000원), 소대창(200g)(13,000원), 삼겹살(150g)(6,000원), 우동사리(2,000원), 모짜렐라치즈 토핑(3,000원), 기본떡사리(12개)(2,000원), 치즈떡사리(10개)(2,000원), 날치알주먹밥(4,000원), 공기밥(1,000원), 천사채(1,000원), 쌈무(1,000원), 수제갈릭마요소스+간장소스(1,000원), 깻잎(2,000원), 날치알(2,000원), 마늘+쌈장 추가(1,000원), 코키콜라 355mL(2,000원), 칠성사이다 355mL(2,000원), 펩시제로 355mL(2,000원), 참이슬 후레쉬(5,000원), 처음처럼(5,000원), 진로이즈백(5,000원), 청하(6,000원), 참이슬 오리지널(5,000원), 새로(5,000원), 카스(5,000원), 테라(5,000원)"
성호,O,한식,구의동,서울 광진구 자양로 204 1층,5.0,"청국장(7,000원), 냉콩국수(8,000원), 제육볶음(8,000원), 오징어볶음(8,000원), 순두부찌개(7,000원), 아구찜(소)(25,000원), 아구탕(소)(25,000원), 불낙전골(소)(25,000원), 불고기 1인분(15,000원), 삼겹살 1인분(14,000원), 불고기정식(9,000원), 부대찌개 2인분(16,000원), 설렁탕(8,000원), 추어탕(8,000원), 소내장탕(9,000원), 동태찌개(7,000원), 돌솥비빔밥(7,000원)"
장수빈대떡,O,한식,구의동,서울 광진구 자양로43길 26,0.0,"모듬전(15,000원), 황태구이(13,000원), 굴파전(13,000원), 골뱅이(15,000원), 제육볶음(15,000원)"
전주식당,O,한식,구의동,서울 광진구 아차산로65길 9,0.0,"부대찌개(8,000원), 동태찌개(8,000원), 돈까스(6,000원), 김치볶음밥(6,000원), 낙지덮밥(7,000원), 돼지불고기백반(6,000원)"
북경오리,O,오리,구의동,서울 광진구 자양로 203 1층,0.0,
행복이가득한집,O,한식,구의동,서울 광진구 광나루로36길 67,4.6,"칼국수(6,000원), 비빔국수(6,000원), 떡만두(6,000원), 콩나물비빔밥(6,000원), 김치볶음밥(6,000원)"
한끼라면,O,한식,구의동,서울 광진구 광나루로56길 85 지하1층 A-25호,5.0,"얼큰면(5,500원), 떡라면(5,500원), 치즈라면(5,500원), 비빔라면(6,500원), 차돌라면(6,500원), 쫄볶이(6,500원), 쫄면(6,500원), 탄탄면(8,000원), 한끼라면/기본(4,500원), 모짜렐라볶이(8,000원), 나가사끼짱뽕면(8,000원), 날치알주먹밥(3,000원), 미소라면(6,500원), 대패라면/돼지(6,500원), 해물라면/생면(8,000원)"
밥꼬찜닭 건대점,O,한식,구의동,서울 광진구 자양로38길 18-1 1층,0.0,"꿀배즙 가득~ 깜장찜닭(뼈/S(한마리)(24,000원), 매콤숙성 빨간찜닭(뼈/S(한마리)(24,000원)"
순결한곱창 구의점,O,한식,구의동,서울 광진구 자양로26길 31,4.3,"((오픈Ol벤트))1등급+야채곱창(14,900원), +쫀득찰순대+순대볶음(14,900원), 맛up양up+순대곱창(16,900원), +곱잘알pick+알곱창(당면X)(15,900원), +강력추천+ 직화막창(16,900원), +잡내NO 불맛가득+ 직화불막창(16,900원), +중독적 불맛+ 직화닭발(13,900원), +술안주 최고+직화불막창+직화불곱창 섞어서(음료서비스)(27,900원), +인기1등+야채곱창+알곱창섞어서(음료서비스)(26,900원), 공기밥(1,000원), +추천~추천+ 직화삼겹(16,900원), +쫀득쫀득+ 벌집 껍데기(9,000원), +고기 마니아+직화막창+직화삼겹 섞어서(음료서비스)(29,800원), +고소함의 끝+직화막창+벌집껍데기 섞어서(음료서비스)(23,900원), 마성의 철판볶음밥(강추)(4,000원), 주먹밥(3,000원), 계란찜(3,000원), 처음처럼(5,000원), 참이슬 후레쉬(5,000원), 진로이즈백(5,000원), 청하(5,000원), 참이슬 오리지널(5,000원), 대선(5,000원), 새로(5,000원), 별빛청하(5,000원), 카스(50,000원), 테라(5,000원), 켈리(5,000원), 크러시(5,000원), 테라라이트(5,000원)"
김치품은 등갈비,O,갈비,구의동,서울 광진구 자양로 313,5.0,"김치품은등갈비찜(15,000원), 등갈비찜(15,000원), 북엇국(10,000원), 김치찌개(10,000원), 계란말이(12,000원), 제육볶음(10,000원), 면사리(2,000원), 떡사리(2,000원), 당면사리(2,000원), 청국장(12,000원)"
새맛식당,O,한식,구의동,서울 광진구 아차산로 413-6,0.0,
1983김지영,O,한식,구의동,서울 광진구 자양로 172,0.0,"김치볶음밥 오리진(6,500원), 돈까스토핑김치볶음밥(9,500원), 김치볶음밥＋떡볶이＋튀김2ea set(11,300원), 김치볶음밥＋프라이드치킨 set(13,200원), 김치볶음밥＋프라이드치킨＋떡볶이 set(18,000원), 김치볶음밥＋치킨3ea set(10,000원), 깻잎김치볶음밥(7,000원), 햄김치볶음밥(7,000원), 떡볶이＋튀김2ea(4,800원), 프라이드치킨3ea(3,500원), 군만두 2ea(2,000원), 펩시뚱캔 355mL(2,500원), 펩시제로캔 355mL(2,500원)"
행복한밥상,O,한식,구의동,서울 광진구 자양로18길 77 면옥빌딩 2층,0.0,
온달어시장,O,회,구의동,서울 광진구 아차산로57길 9 1층,1.0,"모듬(60,000원)"
테크노죽&닭,O,죽,구의동,서울 광진구 광나루로56길 85 테크노마트21 지하1층 A-024호,0.0,
전주집,O,"해물,생선",구의동,서울 광진구 자양로50길 18,5.0,
윤찜닭,O,한식,구의동,서울 광진구 구의로16길 89,0.0,"윤찜닭[가족두 찜한](22,000원), 안동찜닭(22,000원), 고추장찜닭[엄마두 찜한](22,000원), [k브런치] 수제 눈꽃치즈감자채전(12,000원), 수제 감자채전(10,000원), 백숙찜닭[아가두 찜한](22,000원), [도전] 불찜닭 (불닭볶음면 저리가라)(22,000원), [칼칼하고 매콤한] 닭도리탕(22,000원), [다리살 100%] 순살 로제찜닭(28,000원), 알품은감자둥지(5,000원), (찜닭과 찰떡 조합) 매쉬드포테이토(3,000원), 공기밥(1,000원), 도시락김(500원), (아삭아삭) 마늘쫑채장아찌(1,000원), 크림치즈볼(3,000원), 소떡소떡(3,000원), 찍어먹는 빵(부쉬맨 브레드)(1,000원), 야채튀김(3,000원), 김말이튀김(2,000원), (찜닭국물과 밥에 어울리는) 김가루(1,000원), (바삭바삭) 또띠아튀김 3개(2,000원), 펩시콜라 500mL(2,000원), 펩시콜라 1.25L(2,500원), 펩시제로콜라 500mL(2,000원), 펩시제로콜라 1.25L(2,500원), 칠성사이다 500mL(2,000원), 칠성사이다 1.25L(2,500원), 밀키스 500mL(2,000원), 참이슬후레쉬 360mL(5,000원), 카스 500mL(5,000원)"
구의국시,O,국수,구의동,서울 광진구 아차산로 395 1층 102호,3.0,"잔치국수(5,000원), 손수제비(6,000원), 들깨수제비(7,000원), 김치비빔국수(6,000원), 떡국(5,000원), 떡만두국(6,000원), 물냉면(6,000원), 비빔냉면(7,000원), 콩국수(7,000원)"
금밥이레,O,한식,구의동,서울 광진구 자양로 206,5.0,
황골,O,한식,구의동,서울 광진구 광나루로37길 41,0.0,
서해쭈꾸미 광장점,O,한식,구의동,서울 광진구 아차산로 478,5.0,"쭈꾸미철판(22,500원), 삼겹쭈꾸미철판(26,000원), 쭈꾸미직화(25,500원), 진주섞음냉면(13,000원), 냉동양념쭈꾸미(24,000원), 쭈꾸미알밥(9,000원), 삼겹김치볶음밥(9,000원), 치즈계란찜(6,000원), 숙성된장찌개(5,000원), 당면사리(2,000원), 떡사리(2,000원), 김가루주먹밥(2,000원), 공기밥(1,000원), 진주비빔냉면(13,000원), 진주물냉면(12,000원), 진주섞음냉면(12,000원), 진주비빔냉면(12,000원), 진주물냉면(11,000원), 쭈꾸미알밥(11,000원), 숙성된장찌개(8,000원), 콜라 355mL(2,000원), 사이다 355mL(2,000원), 참이슬 후레쉬(5,000원), 참이슬 오리지날(5,000원), 카스(5,000원), 테라(5,000원), 클라우드(6,000원), 청하(6,000원), 백세주(9,000원), 복분자(16,000원)"
