가게명,지역화폐,주메뉴,동,상세주소,평점,메뉴목록
청사초롱,O,한식,광장동,서울 광진구 천호대로141길 10-11 1층,4.5,"생합탕(20,000원), 두부탕(20,000원), 오뎅탕(20,000원), 간재미탕(35,000원), 생대구탕(35,000원), 부대찌개(2인)(25,000원), 묵은지찌개(2인)(25,000원), 두부김치(20,000원), 계란말이(15,000원), 삼합(중)(55,000원), 굴+쌈(30,000원), 보쌈(45,000원), 홍어회(35,000원), 홍어무침(38,000원), 홍어찜(35,000원), 서대회무침(35,000원), 생물간재미찜(35,000원), 간재미무침(35,000원), 생물오징어(18,000원), 김치전(15,000원), 파전(15,000원), 해물부추전(15,000원), 미나리전(15,000원), 굴전(20,000원), 해물전(20,000원), 녹두전(15,000원), 감자전(15,000원), 홍어전(25,000원), 더덕(25,000원), 도토리묵(15,000원), 오징어볶음(계절메뉴)(25,000원), 갑오징어숙회(계절메뉴)(35,000원), 갑오징어무침(계절메뉴)(35,000원), 산낙지볶음(계절메뉴)(45,000원), 생물골뱅이(계절메뉴)(28,000원), 병어조림(계절메뉴)(변동가격), 굴,매생이탕(계절메뉴)(25,000원), 참소라(계절메뉴)(35,000원), 꼬막(계절메뉴)(변동가격), 산문어(계절메뉴)(변동가격), 과메기(계절메뉴)(변동가격), 쭈꾸미(계절메뉴)(변동가격)"
다원보쌈칼국수,O,"족발,보쌈",광장동,서울 광진구 광나루로 595,4.5,"다원제주보쌈(소)(35,000원), 다원한방수육(25,000원), 한우 사골칼국수(7,000원), 한우사골 육개장칼국수(9,000원), 해물칼국수(8,000원)"
청학동냉면,O,냉면,광장동,서울 광진구 광장로 51 1층,4.6,"물냉면(11,000원), 비빔냉면(11,000원), 회냉면(14,000원), 물만두(6,000원), 콜라(2,000원), 사이다(2,000원)"
오리가미,O,"육류,고기",광장동,서울 광진구 아차산로78길 165 1층,4.7,"생오리 부추 구이(1인분)(23,000원), 생오리 양념 주물럭(1인분)(24,000원), 생고기김치치개(10,000원), 미나리삼겹살(15,000원), 한방오리백숙(75,000원), 오리탕전골(36,000원), 해물부추.미나리전(12,000원), 얼큰낙지라면(12,000원)"
대관령감자탕,O,감자탕,광장동,서울 광진구 아차산로76길 6,4.5,"감자탕 (대)(35,000원), 감자탕 (중)(30,000원), 감자탕 (소)(25,000원), 특뼈 해장국(9,000원), 뼈 해장국(7,000원), 돼지불백(7,000원), 뚝배기 불고기(7,000원), 떡갈비 정식(7,000원), 명동왕돈가스(7,000원), 물냉면(7,000원), 비빔냉면(7,000원), 수제비(3,000원), 우거지(3,000원)"
까막돼지와버섯총각들,O,"육류,고기",광장동,서울 광진구 아차산로70길 17-17,0.0,
만나식당,O,한식,광장동,서울 광진구 아차산로 635,0.0,"백반정식(6,000원), 된장찌개(7,000원), 김치찌개(7,000원), 비빔밥(7,000원), 제육볶음(9,000원)"
전주식당,O,한식,광장동,서울 광진구 광장로 75-1,4.7,"생삼겹살(12,000원), 생오겹살(12,000원), 한방삼겹살(12,000원), 한방오겹살(12,000원), 순두부(7,000원), 김치찌개(7,000원), 청국장(7,000원), 파김치 짜박이(8,000원), 두루치기(2인이상)(8,000원), 부대찌개(2인이상)(8,000원), 갈치조림(2인이상)(10,000원)"
복쌈,O,"족발,보쌈",광장동,서울 광진구 광장로 47 101호,5.0,"가브리살 보쌈(32,000원), 가브리살+삼겹 보쌈(32,000원), 가브리살+목살 보쌈(32,000원), 가브리살 보쌈 세트 (막국수 포함)(35,000원), 가브리살+삼겹 보쌈 세트 (막국수 포함)(35,000원), 가브리살+목살 보쌈 세트 (막국수 포함)(35,000원), 고기만（250g）(22,900원), 제육볶음（고기만 400g ＋ 야채）(17,000원), 고기 추가（100g）(8,000원), 막국수(5,000원), 공기밥(1,500원), 콜라 뚱캔 355mL(1,500원), 사이다 뚱캔 355mL(1,500원)"
맷돌전,O,한식,광장동,서울 광진구 광장로1나길 18,4.5,"맷돌전(8,000원), 고기완자 2장(9,000원), 치즈고기완자 2장(11,000원), 부추전(8,000원), 도토리전(9,000원), 미나리전(9,000원), 김치전(8,000원), 들기름두부구이(8,000원), 도토리묵무침(11,000원)"
황가네맷돌빈대떡,O,한식,광장동,서울 광진구 아차산로78길 170 103호,5.0,"모듬전小(23,000원), 오징어초무침(21,000원), 모듬전大(29,000원), 새우전(23,000원), 모듬전 대(24,000원), 모듬전 소(19,000원), 해물파전(19,000원), 간재미무침(21,000원), 오징어초무침(21,000원), 골뱅이무침(23,000원), 호박고추장찌개(18,000원), 홍어사시미(27,000원)"
갈비살데이,O,"육류,고기",광장동,서울 광진구 아차산로76길 19,4.8,
사계절별미,O,한식,광장동,서울 광진구 천호대로141길 10-11 1층,4.8,"병어졸임(변동가격), 두부김치(17,000원), 두부구이(10,000원), 더덕구이(25,000원), 간재미탕(30,000원), 간재미무침(30,000원), 간재미찜(30,000원)"
경주국수,O,국수,광장동,서울 광진구 광장로 75-1,5.0,"김밥(3,000원), 라면(4,000원), 쫄면(7,000원), 잔치국수(6,000원), 비빔국수(8,000원), 열무냉국수(8,000원), 카레덮밥(6,500원), 등심카레돈까스(10,000원), 치즈카레돈까스(11,000원)"
나루촌,O,한식,광장동,서울 광진구 아차산로78길 170,0.0,
두루두루,O,한식,광장동,서울 광진구 천호대로143길 7,0.0,
부엌,O,한식,광장동,서울 광진구 아차산로 589,0.0,
다올F&B,O,한식,광장동,서울 광진구 광장로 75,0.0,
집밥,O,한식,광장동,서울 광진구 광장로 61,0.0,
고향한식뷔페,O,한식뷔페,광장동,서울 광진구 아차산로78길 44,0.0,
고고기,O,"육류,고기",구의동,서울 광진구 아차산로 471 CS프라자빌딩 1층,4.4,"친환경 삼겹살 (160g)(14,000원), 친환경 목살 (160g)(14,000원)"
대원칼국수,O,칼국수,구의동,서울 광진구 자양로18길 56 2층,4.5,"손칼국수(9,000원), 칼만두국(10,000원), 클로렐라만두 (반판)(3,500원), 들깨칼국수 (겨울)(10,000원), 클로렐라만두 (한판)(7,000원), 메밀콩국수 (여름)(10,000원), 메밀비빔국수 (여름)(10,000원)"
우리콩밭손두부,O,두부전문점,구의동,서울 광진구 영화사로 76 1층,3.8,"모두부(6,000원), 순두부(4,000원), 해물순두부(7,000원), 해물부추전(12,000원), 두부부침(9,000원), 순두부라면(7,000원), 얼큰김치라면(6,000원), 두부돼지김치찌개(20,000원), 두부조림(14,000원), 두부삼겹두루치기(25,000원)"
행복한우,O,"육류,고기",구의동,서울 광진구 구의강변로 30,3.7,"한우꽃등심(45,000원), 한우살치등심(50,000원), 한우안심(50,000원), 한우꽃살(65,000원), 한우차돌박이(28,000원), 한우육회(28,000원), 한우육사시미(40,000원), 갈비살(24,000원), 양념소갈비(32,000원), 생삼겹살(17,000원), 생목살(17,000원), 돼지왕갈비(18,000원), (점심특선) 돼지불백+된장찌개+가마솥밥(11,000원), (점심특선)오징어돼지불백+된장찌개+가마솥밥(13,000원), 항정살(18,000원), 진꽃갈비살(29,000원), 전복갈비탕(19,000원), 영양특갈비탕(20,000원), 갈비탕(15,000원), 떡만두국(10,000원), 된장찌개(8,500원), 차돌된장찌개(10,000원), 김치찌개(9,000원), 선지해장국(9,000원), 오장동함흥냉면(10,000원)"
풍성감자탕,O,감자탕,구의동,서울 광진구 자양로18길 5,3.3,"감자탕(大)(43,000원), 감자탕(中)(38,000원), 감자탕(小)(33,000원), 뼈 해장국(공기밥 별도)(10,000원), 공기밥(1,000원), 라면사리（비조리로 직접 끓여 드셔야 합니다）(1,000원), 우거지 추가(함께 포장)(6,000원), 우거지 추가(따로 포장)(6,000원), 코카콜라 355mL(2,000원), 칠성사이다 355mL(2,000원), 펩시제로슈거라임 355mL(2,000원), 참이슬 오리지널(5,000원), 참이슬 후레쉬(5,000원), 처음처럼(5,000원), 진로 이즈백(5,000원), 카스(병)(5,000원), 테라(병)(5,000원)"
매복식당,O,삼겹살,구의동,서울 광진구 아차산로57길 10-1 1층 102호,4.6,"황지살(19,000원), 특상 로스삼겹(15,000원), 프리미엄 급랭삼겹(160g)(13,000원), 깻잎 목살(180g)(15,000원), 프리미엄 한우차돌(120g)(19,000원), 짜파게티 & 파김치(6,000원)"
시래마을,O,한식,구의동,서울 광진구 아차산로 431 강변에스케이뷰 상가3동 1층 104~105호,4.7,"시래마을 모둠세트(70,000원), 보쌈 (중)(30,000원), 갈비찜 (중)(45,000원), 시래기 해물파전(18,000원), 감자전(12,000원), 들깨시래기(13,000원), 수육정식(18,000원), 시래기고등어정식(18,000원), 갈비찜정식(22,000원)"
산골닭갈비,O,닭요리,구의동,서울 광진구 구의강변로7길 5 1층,3.5,"뼈없는닭갈비 (1인)(14,000원)"
고향집,O,"해물,생선",구의동,서울 광진구 아차산로49길 30,4.6,"쭈꾸미구이 (200g)(15,000원), 간재미 회무침 (1접시)(28,000원), 짱뚱어탕(10,000원), 간장게장 (대)(20,000원), 간장게장 (소)(20,000원)"
대가식당,O,"육류,고기",구의동,서울 광진구 광나루로 596,3.5,"한우생등심(200g)(50,000원), 육회(30,000원), 볶음밥(4,000원), 된장죽(5,000원)"
청담,O,한정식,구의동,서울 광진구 구의강변로 92 1층 101호,2.3,"숯불돼지갈비 정식(23,000원), 한방소갈비찜 정식(24,000원), 통옥돔구이 정식(23,000원), 생일축하 도시락 정식(32,000원), 법성포 보리굴비 정식（특대）(23,000원), 한방소갈비찜(40,000원), 육회비빔밥 정식(19,000원), 매운소갈비찜 정식(24,000원), 삼겹살구이 정식(17,000원), 통옥돔구이(17,000원), 법성포 보리굴비(19,000원), 공기밥(2,000원), 콜라 355mL(3,000원), 스프라이트 355mL(3,000원)"
풍년상회,O,"육류,고기",구의동,서울 광진구 아차산로53길 53 1층,4.7,"양념쪽갈비(17,000원), 매운쪽갈비(17,000원), 최루탄주먹밥(9,000원), 걍주먹밥(3,000원), 잔치국수(4,000원)"
동대문곱창,O,"곱창,막창",구의동,서울 광진구 아차산로49길 9 1층,4.4,"야채곱창(11,000원), 순대곱창(12,000원), 알곱창(12,000원), 소금막창(12,000원), 양념막창(12,000원), 계란찜(5,000원)"
제주뜰갈치전문점,O,"해물,생선",구의동,서울 광진구 구의로 6,4.2,"빌레 큰 고등어구이(13,000원), 제주 은갈치구이(22,000원), 제주 은갈치조림(22,000원), 제주은갈치 & 고등어 반반조림(16,000원), 성게미역국(19,000원), 제주생갈치조림（2인분이상 주문가능）(27,000원), 고등어조림(11,000원), 고등어 종합선물세트（2~3인분）(33,000원), 고등어구이(10,000원), 병어조림（2인분이상 주문가능,고사리포함）(19,000원), 3종세트메뉴（천원할인.2~3인분）(44,000원), 갈치양념속젓(13,000원), 공기밥(1,000원)"
미가담,O,"해물,생선",구의동,서울 광진구 자양로 165 1층,4.3,"보리밥제육정식(13,000원), 보리밥자반정식(14,000원), 보리밥(9,000원), 자반고등어(9,000원), 육개장(8,000원), 순두부(7,000원), 고등어조림(2인이상주문)(10,000원), 뚝배기불고기(10,000원), 콩국수(계절메뉴)(8,000원), 오리로스(예약주문)(55,000원)"
삼일민물장어,O,장어,구의동,서울 광진구 천호대로 685,3.2,"민물장어 (중)(62,000원), 민물장어 (대)(84,000원), 장어탕(9,000원), 물냉면(6,000원), 비빔냉면(6,000원), 된장찌개(4,000원), 계란찜(4,000원)"
구의농원,O,한식,구의동,"서울 광진구 아차산로 453-1 1,2층",,"짚불초벌구이 (목살, 삼겹살) (500g)(49,000원), 순창고추장구이 (170g)(18,000원), 초벌생갈매기 (160g)(18,000원), 어슷생삼겹살 (160g)(16,000원), 진짜한우육회 (150g)(25,000원)"
대한해물,O,한식,구의동,서울 광진구 아차산로51길 32 1층,3.3,"버섯해물찜(2인)(39,000원), 아구찜(2인)(37,000원), 동태해물전골(2인)(33,000원), 대구해물전골(2인)(38,000원), 동태탕(8,000원)"
한우짝갈비살,O,갈비,구의동,서울 광진구 자양로18길 73 1층,4.3,"채끝등심 (100g)(22,000원), 안창살 (100g)(25,000원), 한우 소금소갈비살 (100g)(19,000원), 한우 양념소갈비살 (100g)(19,000원), 된장찌개(6,000원), 냉면(물, 비빔)(5,000원)"
진곱창,O,"곱창,막창",구의동,서울 광진구 아차산로 397 1층,4.3,"한우 곱창구이 (250g)(25,000원), 한우 대창구이 (250g)(25,000원), 막창구이 (250g)(25,000원), 염통구이 (200g)(15,000원), 곱창전골 (2인)(34,000원), 특양구이 (180g)(25,000원), 벌,유,홍창구이(200g)(17,000원), 특양4인모듬구이(900g)(79,000원), 모듬구이(2인)(41,000원), 모듬구이(3인)(57,000원), 모듬구이(4인)(69,000원)"
강릉엄지네꼬막집 구의역점,O,한식,구의동,서울 광진구 아차산로 375 크레신타워3차 2층,3.9,"꼬막 비빔밥(37,000원), 꼬막 무침(35,000원)"
최고집풍천장어,O,장어,구의동,서울 광진구 아차산로51길 79 1층,4.1,"장어구이(1마리)(34,000원), 장어탕(12,000원), 점심특선(1마리)(34,000원), 점심특선(반마리)(17,000원)"
진구정,O,냉면,구의동,서울 광진구 광나루로 536 1층,,"평양냉면(13,000원), 비빔냉면(13,000원), 온반(18,000원), 어복쟁반 (중)(58,000원)"
동서울손칼국수,O,칼국수,구의동,서울 광진구 구의강변로 35 삼진빌딩 1층,4.1,"칼국수(8,000원), 수제비(9,000원), 콩국수(11,000원), 찐만두(9,000원), 칼만두국(10,000원)"
산골닭갈비,O,닭요리,구의동,서울 광진구 강변역로4길 56,2.7,"뼈없는 닭갈비（조리）(30,000원), 뼈없는 닭갈비（비조리）(30,000원), 닭사리(15,000원), 우동사리(2,000원), 떡사리(2,000원), 고구마사리(2,000원), 라면사리(2,000원), 밥볶음(3,000원), 공기밥(1,000원), 콜라 500mL(2,000원), 사이다 500mL(2,000원)"
미식광진 본관,O,한식,구의동,서울 광진구 광나루로 584 동서울빌딩 1층,3.8,"한우곰탕(밥제공)(18,000원), 만둣국(15,000원), 비비작작골동면(16,000원), 평양냉면(13,000원), 미식광진면(16,000원), 비빔냉면(13,000원)"
아빠찜 구의역점,O,"해물,생선",구의동,"서울 광진구 자양로18길 96 베스트트레드빌 1층 101,102호",4.6,"아구찜(37,000원), 코다리찜(29,000원), 해물찜(43,000원), 아구차돌불고기(40,000원), 바샤삭해물전(15,000원), 살마니아구찜(41,000원), 알곤이찜(37,000원), 볶음밥(3,000원), 해물탕(43,000원)"
새맛식당,O,한식,구의동,서울 광진구 자양로18길 12-3 1층,4.8,"순두부찌개(7,000원), 김치찌개(7,000원), 청국장(7,000원), 부대찌개(8,000원), 두부김치(12,000원), 떡만두국(7,000원), 비빔밥(7,000원), 냉콩국수(8,000원), 육개장(8,000원), 라면사리(2,000원), 제육볶음(9,000원), 오징어볶음(9,000원), 오제볶음(9,000원), 닭도리탕(23,000원), 삼겹살(10,000원), 제육덮밥(8,000원), 오제덮밥(8,000원), 오징어덮밥(8,000원)"
고공 구의점,O,한식,구의동,서울 광진구 자양로18길 37 1층,4.7,"돼지(49,000원), 소세트(56,000원), 고공세트(87,000원), 특목살(16,000원), 미삼겹(16,000원), 등심덧살(16,000원), 토시살(19,000원), 본갈비(20,000원)"
청춘종합어시장,O,회,구의동,서울 광진구 천호대로 673 1층,3.7,"[석화](22,000원), [청춘 모듬회](35,000원), [산낙지](22,000원), [활어 물회](17,000원), [연광이 세트](35,000원), [광우 세트](35,000원), [청춘 모듬회](35,000원), [행사초밥](6,000원), [광어](15,000원), [농어](47,000원), 해산물 B세트（8종）(44,000원), 오징어회무침(18,000원), [청춘 모듬물회](27,000원), [석화찜](27,000원), [우연이 세트](35,000원), [광우연 세트](45,000원), [연광먹소](45,000원), [우연먹소](45,000원), [광우먹소](45,000원), [광도먹소](45,000원), [숭어＋광어](35,000원), [숭어＋우럭](35,000원), [숭어＋연어](35,000원), [왕새우튀김](12,000원), [멍게](12,000원), [소라무침](13,000원), [활어회무침](13,000원), 우럭(15,000원), [생연어](15,000원), [줄돔](22,000원)"
탐나종합어시장 구의역점,O,회,구의동,서울 광진구 아차산로 377 1층,2.6,"사계절 인기만점 [광우세트](38,000원), 부드럽고 쫄깃한 [연광이](38,000원), 탱탱한 식감 [광어](20,000원), 쫄깃한맛 영양최고 [우럭](20,000원), 뼈째먹는 감칠맛 [도다리 세꼬시](22,000원), '바다의 황제' [줄돔],1마리（1人분）(22,000원), 새콤달콤 시원한 [特물회](25,000원), 회＋해산물세트 [광우먹소](55,000원), 매력만점 고소한 [우연먹소](55,000원), 꼬들꼬들 탱글탱글 [광도먹소](55,000원), 부담없이 즐겨봐 [영광먹소](55,000원), 세꼬시 2종（도다리세꼬시＋아나고세꼬시）(42,000원), 갓성비 일석삼조 [광우연](48,000원), 찰지고 담백한 [우연이](38,000원), 지방량 낮은 부드러운 [연어](20,000원), 오독오독 고소한 [아나고 세꼬시](22,000원), 바다의 여왕 떴다 [참도미](45,000원), 바다의 웅담을 품었다 [농어](40,000원), 바다의 왕자 납시오~ '감성돔'(40,000원), A세트(35,000원), B세트(35,000원), C세트(35,000원), 참이슬 후레쉬(2,800원), 처음처럼(2,800원), 진로이즈백(2,800원), 새로(2,800원), 참이슬 오리지널(2,800원), 카스(3,800원), 테라(3,800원), 켈리,크러쉬(3,800원)"
동해바다,O,"해물,생선",구의동,서울 광진구 아차산로 453 1층,4.8,
산아래,O,한식,구의동,서울 광진구 자양로45길 7 1층,4.7,"뼈해장국(9,000원)"
민속손국시,O,국수,구의동,서울 광진구 아차산로 458 1층,4.0,"콩국수(9,000원), 열무냉국시(9,000원), 민속국시(8,000원), 항아리수제비(8,000원), 칼제비(8,000원), 비빔칼국수(9,000원), 파전(10,000원), 김치전(10,000원), 도토리묵(10,000원), 두부김치(10,000원)"
숙고,O,"육류,고기",구의동,서울 광진구 아차산로53길 5 1층,4.6,"A세트(2~3인분 500g)(40,000원), B세트(3~4인분 700g)(54,000원), 숙성 한돈최고등급 목살(160g)(15,000원), 숙성 한돈최고등급 삼겹살(160g)(15,000원), 숙성 한돈최고등급 등심덧살(130g)(15,000원), 숙고청국장(소)(4,500원), 숙고청국장(대)(7,000원), 한돈김치찌개(소)(4,500원), 한돈김치찌개(대)(7,000원), 순두부 열라면(5,000원), 뚝배기 리조또(4,500원), 물냉면(5,000원), 비빔냉면(5,000원), 버섯추가(3,000원), 공기밥(1,000원), 숙성 살치살(22,000원)"
배가네논밭집,O,"육류,고기",구의동,서울 광진구 아차산로51길 46,2.9,"제육불고기 도시락(8,900원), 소불고기 도시락(9,900원), 김치삼겹살 도시락(9,900원), 고추장삼겹살 도시락(9,900원), 소불고기 도시락 세트（소불고기도시락＋된장찌개＋양파슬라이스&소스＋상추&쌈장）(11,900원), 김치삼겹살 도시락 세트（김치삼겹살도시락＋된장찌개＋양파슬라이스&소스＋상추&쌈장）(11,900원), 고추장삼겹살 도시락 세트（고추장삼겹살도시락＋된장찌개＋양파슬라이스&소스＋상추&쌈장）(11,900원), 제육불고기 도시락 세트（제육불고기도시락＋된장찌개＋양파슬라이스&소스＋상추&쌈장）(10,900원), 공기밥(1,000원)"
아차산김가네맛집,O,한식,구의동,서울 광진구 영화사로 83-1 1층,4.3,"메밀막국수(8,000원), 두부김치전골(소)(15,000원), 오삼불고기(소)(20,000원), 도토리묵(10,000원), 삼겹살(180g)(15,000원), 두루치기(소)(20,000원), 해물두부전골(소)(20,000원), 두부(6,000원), 두부부침(8,000원), 두부김치(15,000원), 메밀전병(8,000원), 홍어무침(20,000원), 순두부 백반(7,000원), 메밀물막국수(8,000원), 1인식사 김치찌개(7,000원), 1인식사 부대찌개(8,000원), 메밀콩국수(8,000원)"
아차산막국수,O,국수,구의동,서울 광진구 자양로 319 1층,4.3,"순메밀(12,000원), 막국수(10,000원), (옹심이)들깨수제비(9,000원), (메밀)장칼국수(8,000원), 장수제비(8,000원), 감자옹심이(10,000원)"
아차산면옥,O,국수,구의동,서울 광진구 자양로 265,4.0,"비빔냉면(8,000원), 물냉면(8,000원), 갈비탕(10,000원), 만두뚝배기(7,000원), 접시만두(7,000원)"
장터참숯무한리필 구의점,O,"육류,고기",구의동,서울 광진구 아차산로 395 1층 111호,4.6,"무한리필 (1인)(17,900원), 무한리필 (8~10세)(11,900원), 무한리필 (5~7세)(5,900원)"
진솔한우곱창,O,"곱창,막창",구의동,서울 광진구 아차산로51길 61,4.1,"곱창구이(200g)(22,000원), 모듬구이(250g)(25,000원), 한우1++육사시미(35,000원), 우삼겹(300g)(17,000원), 대창구이(200g)(22,000원), 막창구이(200g)(22,000원), 특양구이(200g)(23,000원), 한우1++육회(30,000원)"
옥이네수산,O,회,구의동,서울 광진구 자양로 247 고광빌딩 1층 101호,4.4,"모듬회(소)(52,000원), 전복(3미)(18,000원), 모듬 물회(중)(45,000원), 해산물 물회(중)(39,000원), 광어(소)(42,000원), 우럭(소)(42,000원), 연어(소)(42,000원), 도다리(소)(42,000원), 산낙지(한마리)(15,000원), 해삼(20,000원), 소라찜(20,000원), 가리비(회)(20,000원), 새우튀김(5개)(6,000원), 활어 물회(중)(35,000원)"
의정부정통부대찌개,O,"찌개,전골",구의동,서울 광진구 자양로18길 56 거송빌딩 2층,4.2,"부대찌개(10,000원), 부대전골(소)(25,000원)"
원조순대국,O,순대,구의동,서울 광진구 아차산로 475 1층,3.9,"모듬순대(22,000원), 원조순대국(10,000원), 순대만순대국(10,000원), 선지해장국(10,000원), 내장머리고기(16,000원), 황태해장국(9,000원)"
무쇠집,O,"육류,고기",구의동,서울 광진구 뚝섬로 743,4.1,"갈매기살 (250g)(12,000원), 막창 (250g)(14,000원), 갈비살 (150g)(17,000원), 생삼겹살 (150g)(12,000원), 목살 (150g)(12,000원)"
명가옥,O,설렁탕,구의동,서울 광진구 구의강변로 50 1층,3.1,"도가니탕(21,000원), 갈비탕(16,000원), 모듬수육(소)(50,000원), 양곱창전골(소)(50,000원), 왕만두(7,000원), 설렁탕(11,000원), 내장곰탕(15,000원), 꼬리곰탕(24,000원), 꼬리수육(소)(55,000원), 매운갈비찜(소)(55,000원), 물냉면(10,000원), 비빔냉면(10,000원), 특설렁탕(14,000원), 특갈비탕(19,000원), 모듬수육(대)(60,000원), 도가니수육(소)(50,000원), 도가니수육(대)(60,000원), 꼬리수육(대)(65,000원), 양곱창전골(대)(60,000원), 매운갈비찜(대)(65,000원)"
성동식당,O,"육류,고기",구의동,서울 광진구 아차산로51길 93 1층,5.0,"부대찌개(7,000원), 묵은지 생삼겹 (200g)(13,000원), 오리 로스(반마리)(24,000원), 오리 주물럭(반마리)(25,000원), 오리탕(반마리)(28,000원), 오리 능이 전골(50,000원), 오리훈제 (반마리)(25,000원), 오리 능이 백숙(60,000원), 오리 한방 백숙(50,000원)"
백무동,O,한식,구의동,서울 광진구 아차산로 441 승지빌딩 1층,3.9,"얼큰돼지국밥(12,000원), 모듬수육(32,000원), 육전(21,000원), 돼지국밥(11,000원), 특돼지국밥(13,000원), 특얼큰돼지국밥(14,000원), 맛보기수육(7,000원), 소꼬리찜(61,000원), 직화 오징어볶음(11,000원), 고기만두(6,000원), 술국(21,000원), 수육전골(37,000원), 공기밥(1,000원), 콜라(2,000원), 사이다(2,000원), 제로콜라(2,000원), 토닉워터(2,000원), 일품진로(25,000원), 화요(25,000원), 복분자(15,000원), 참이슬(5,000원), 처음처럼(5,000원), 참이슬오리지널(5,000원), 진로(5,000원), 새로(5,000원), 청하(6,000원), 막걸리(5,000원), 카스(5,000원), 테라(5,000원)"
남원골추어탕,O,추어,구의동,서울 광진구 아차산로 403-5,4.9,"추어탕(8,000원), 통추어탕(9,000원), 다슬기추어탕(10,000원), 우렁추어탕(10,000원), 돈까스(6,000원), 메기매운탕(대)(35,000원), 메기매운탕(중)(30,000원), 메기매운탕(소)(25,000원), 갈은추어전골(대)(35,000원), 갈은추어전골(중)(30,000원), 갈은추어전골(소)(25,000원), 통추어전골 (대)(35,000원), 통추어전골 (중)(30,000원), 통추어전골 (소)(25,000원), 추어곱창전골(대)(40,000원), 추어곱창전골(중)(35,000원), 추어곱창전골(소)(30,000원), 깻잎추어튀김(대)(20,000원), 깻잎추어튀김(중)(15,000원), 깻잎추어튀김(소)(10,000원)"
넌부대난김밥,O,"찌개,전골",구의동,서울 광진구 광나루로 606 1층,4.8,"원조김밥(2,500원), 신라면(3,500원), 라볶이(5,000원), 참치덮밥(6,500원), 순두부찌개(6,500원)"
송파족발,O,"족발,보쌈",구의동,서울 광진구 아차산로 431 강변에스케이뷰 상가102동 B105호,4.9,"족발 (중)(39,000원), 보쌈 (중)(35,000원), 족발 (대)(43,000원), 보쌈 (대)(40,000원), 반반족발(45,000원), 마늘족발(46,000원), 마늘반반(48,000원), 매운족발(43,000원), 마늘보쌈(43,000원), 막국수 (소)(8,000원), 막국수 (대)(13,000원), 잔치국수(5,000원), 골뱅이무침(20,000원), 주먹밥(4,000원)"
선인장두부,O,두부전문점,구의동,서울 광진구 영화사로 98-1 1층,4.1,"순두부전골(14,000원), 두부김치전골(16,000원), 두부조림(16,000원), 두부김치찌개(7,000원), 버섯순두부찌개(6,500원)"
두부천국,O,두부전문점,구의동,서울 광진구 영화사로 77 1층,4.5,"김치찌개(대)(28,000원), 김치찌개(중)(20,000원), 김치찌개(소)(15,000원), 두부 두루치기(22,000원), 두부부침+볶음김치(15,000원)"
라라면옥,O,냉면,구의동,서울 광진구 아차산로49길 28-2 1층,4.4,"양지쌀국수(10,000원), 모둠 쌀국수 (양지,스지,아롱사태)(12,000원), 양지갈비쌀국수(14,000원), 얼큰양지쌀국수(11,000원), 양지물냉면(9,000원), 양지비빔냉면(9,000원), 얼큰양지소고기국밥(12,000원), 양지갈비탕(14,000원), 모둠수육전골(38,000원), LA갈비 철판구이 (소)(28,000원), 냉수육미나리무침(17,000원), 미나리육전(19,000원), 대만식소세지철판구이(19,000원), 얼큰스지볶음(19,000원), 모둠영양술국(24,000원), 공심채볶음(10,000원), 고수무침(9,000원)"
횃불,O,"육류,고기",구의동,서울 광진구 아차산로55길 20 1층,4.1,"생갈비(220g)(25,000원), 마늘갈비(200g)(23,000원), 안거미살(150g)(24,000원), 안거미주물럭 (150g)(25,000원), 육회타르타르 (130g)(19,000원), 명호마농카레 (밥/누들)(9,000원), 마늘쫑볶음밥(4,000원), 막된장찌개(7,000원), 이달의 술 (8월) 안동소주하이볼(8,000원), 콜키지 서비스 (잔당가격)(4,000원)"
매화,O,회,구의동,서울 광진구 아차산로65길 17,5.0,
날로먹는집,O,한식,구의동,서울 광진구 천호대로 677 세진빌딩 101호,3.8,"한우뭉티기(38,000원), 육사시미(37,000원), 통문어숙회(36,000원), 광어회(35,000원), 가리비찜(32,000원)"
